,Unnamed: 0,X_timestamp,beat_hostname,enrichment_branch_name,system_memory_actual_free,system_memory_actual_used_bytes,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_used_bytes,system_memory_swap_used_pct,system_memory_used_bytes,system_memory_used_pct,system_diskio_io_time,system_diskio_read_count,system_diskio_read_time,system_diskio_write_bytes,system_diskio_write_count,system_diskio_write_time,system_cpu_idle_pct,system_cpu_iowait_pct,system_cpu_irq_pct,system_cpu_nice_pct,system_cpu_softirq_pct,system_cpu_steal_pct,system_cpu_system_pct,system_cpu_total_pct,system_cpu_user_pct,HBOS
93,52,133126,139,17,13.136,2.755,17.33,13.136,14.247,2.6439999999999997,15.66,2.755,17.33,0,0,0,0.0,0,0,3.98,0,0,0,0,0,0.02,0.02,0.01,6.98474842948524
94,34,133126,119,14,13.022,2.8689999999999998,18.05,13.022,14.151,2.74,16.22,2.8689999999999998,18.05,0,0,0,4.0,0,0,3.94,0,0,0,0,0,0.05,0.06,0.01,6.972725778794184
95,55,133053,118,14,12.985999999999999,2.905,18.28,12.985999999999999,15.875,2.891,15.41,2.905,18.28,0,0,0,0.0,0,0,3.96,0,0,0,0,0,0.03,0.04,0.01,6.938425486565931
96,14,133325,69,7,13.538,2.354,14.81,13.538,14.571,2.32,13.74,2.354,14.81,0,0,0,10.665999999999999,0,0,3.95,0,0,0,0,0,0.04,0.05,0.01,6.815741196406889
97,70,133321,176,23,12.75,3.141,19.77,12.75,13.763,3.128,18.52,3.141,19.77,0,0,0,0.0,0,0,3.97,0,0,0,0,0,0.02,0.03,0.01,6.765307800309574
98,67,133029,74,8,12.65,3.241,20.39,12.65,13.39,3.5010000000000003,20.73,3.241,20.39,0,0,0,0.0,0,0,3.97,0,0,0,0,0,0.03,0.03,0.01,6.460995685708608
99,1,133328,130,16,12.705,3.1860000000000004,20.05,12.705,13.715,3.176,18.8,3.1860000000000004,20.05,0,0,0,0.0,0,0,3.96,0,0,0,0,0,0.04,0.04,0.0,6.329251820833485
100,47,133127,190,21,12.897,2.9939999999999998,18.84,12.897,13.988,2.903,17.18,2.9939999999999998,18.84,0,0,0,0.0,0,0,3.98,0,0,0,0,0,0.02,0.02,0.01,6.240543018981787
101,107,133244,111,13,13.325,2.5660000000000003,16.15,13.325,14.402999999999999,2.488,14.73,2.5660000000000003,16.15,0,0,0,0.0,0,0,3.89,0,0,0,0,0,0.08,0.11,0.03,6.208211171795584
102,94,133047,82,9,13.520999999999999,2.37,14.91,13.520999999999999,16.442999999999998,2.323,12.38,2.37,14.91,0,0,0,0.0,0,0,3.93,0,0,0,0,0,0.06,0.07,0.02,6.0990380679523835
103,117,133321,89,10,13.395999999999999,2.495,15.7,13.395999999999999,14.475,2.416,14.3,2.495,15.7,0,0,0,0.0,0,0,3.75,0,0,0,0,0,0.19,0.25,0.06,6.09453901176939
104,38,133247,12,2,12.77,3.122,19.64,12.77,13.694,3.197,18.93,3.122,19.64,0,0,0,0.0,0,0,3.96,0,0,0,0,0,0.03,0.04,0.01,6.028221825169504
105,42,133200,177,23,13.0,2.891,18.19,13.0,14.052999999999999,2.838,16.8,2.891,18.19,0,0,0,0.0,0,0,3.98,0,0,0,0,0,0.02,0.02,0.01,5.852241383612131
106,24,133138,40,4,13.526,2.365,14.88,13.526,14.561,2.33,13.79,2.365,14.88,0,0,0,0.0,0,0,3.9,0,0,0,0,0,0.09,0.1,0.01,5.820725072713625
107,43,133343,55,6,13.529000000000002,2.362,14.86,13.529000000000002,14.578,2.313,13.7,2.362,14.86,0,0,0,4.342,0,0,3.98,0,0,0,0,0,0.02,0.02,0.01,5.784678075622427
108,28,133253,27,3,13.25,2.642,16.62,13.25,14.3,2.591,15.34,2.642,16.62,0,0,0,0.0,0,0,3.93,0,0,0,0,0,0.06,0.07,0.01,5.780873657754312
109,71,133241,21,2,13.245,2.6460000000000004,16.65,13.245,14.366,2.525,14.95,2.6460000000000004,16.65,0,0,0,0.0,0,0,3.97,0,0,0,0,0,0.02,0.03,0.01,5.770764860640693
110,89,133132,189,21,13.562999999999999,2.3280000000000003,14.65,13.562999999999999,14.600999999999999,2.29,13.56,2.3280000000000003,14.65,0,0,0,0.0,0,0,3.94,0,0,0,0,0,0.05,0.06,0.02,5.74040896653018
111,86,133402,184,21,13.616,2.275,14.32,13.616,14.559000000000001,2.332,13.81,2.275,14.32,0,0,0,0.0,0,0,3.95,0,0,0,0,0,0.04,0.05,0.02,5.377520353829181
112,60,133409,3,1,13.274000000000001,2.617,16.47,13.274000000000001,14.315999999999999,2.575,15.25,2.617,16.47,0,0,0,10.665999999999999,0,0,3.96,0,0,0,0,0,0.03,0.04,0.01,5.247562096030815
113,111,133034,68,7,13.383,2.508,15.78,13.383,14.429,2.4619999999999997,14.58,2.508,15.78,0,0,0,0.0,0,0,3.81,0,0,0,0,0,0.14,0.19,0.05,5.233717038732006
114,61,133421,52,6,13.540999999999999,2.35,14.79,13.540999999999999,14.567,2.324,13.76,2.35,14.79,0,0,0,0.0,0,0,3.97,0,0,0,0,0,0.02,0.03,0.01,5.225355558761799
115,57,133343,110,13,13.543,2.3480000000000003,14.77,13.543,16.458,2.3080000000000003,12.3,2.3480000000000003,14.77,0,0,0,0.0,0,0,3.97,0,0,0,0,0,0.02,0.03,0.01,5.206408031936557
116,7,133016,149,19,13.255,2.636,16.59,13.255,14.277000000000001,2.614,15.48,2.636,16.59,0,0,0,0.0,0,0,3.95,0,0,0,0,0,0.04,0.05,0.01,5.004531931375452
117,46,133451,72,8,13.29,2.6010000000000004,16.37,13.29,14.275,2.616,15.49,2.6010000000000004,16.37,0,0,0,0.0,0,0,3.98,0,0,0,0,0,0.01,0.02,0.01,4.899188750830514
118,16,133210,151,19,13.562000000000001,2.329,14.66,13.562000000000001,14.505,2.386,14.13,2.329,14.66,0,0,0,4.587,0,0,3.95,0,0,0,0,0,0.04,0.05,0.01,4.778862090155419
119,40,133126,77,8,12.599,3.292,20.72,12.599,13.673,3.218,19.05,3.292,20.72,0,0,0,0.0,0,0,3.96,0,0,0,0,0,0.03,0.04,0.01,4.684906485904191
120,11,133434,175,22,13.526,2.365,14.88,13.526,14.582,2.309,13.67,2.365,14.88,0,0,0,0.0,0,0,3.95,0,0,0,0,0,0.04,0.05,0.01,4.648061960582538
121,51,133154,188,7,13.582,2.309,14.53,13.582,14.527999999999999,2.363,13.99,2.309,14.53,0,0,0,4.666,0,0,3.97,0,0,0,0,0,0.02,0.03,0.01,4.611371002861636
