,X_timestamp,beat_hostname,enrichment_branch_name,system_memory_actual_free,system_memory_actual_used_bytes,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_used_bytes,system_memory_swap_used_pct,system_memory_used_bytes,system_memory_used_pct,system_diskio_io_time,system_diskio_read_count,system_diskio_read_time,system_diskio_write_bytes,system_diskio_write_count,system_cpu_idle_pct,system_cpu_iowait_pct,system_cpu_irq_pct,system_cpu_nice_pct,system_cpu_softirq_pct,system_cpu_steal_pct,system_cpu_system_pct,system_cpu_total_pct,system_cpu_user_pct,HBOS
35,130229,122,14,12.880999999999998,3.01,18.94,12.880999999999998,13.946,2.945,17.43,3.01,18.94,0,0,0,0.0,0,3.91,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.02,11.385452276057647
36,130112,121,14,12.844000000000001,3.0469999999999997,19.17,12.844000000000001,13.946,2.945,17.43,3.0469999999999997,19.17,0,0,0,0.0,0,3.91,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.01,11.3791350470966
37,130451,103,12,12.599,3.292,20.72,12.599,13.720999999999998,3.17,18.77,3.292,20.72,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,10.970003059355305
38,130106,153,19,13.546,2.345,14.76,13.546,14.572000000000001,2.319,13.73,2.345,14.76,0,0,0,0.0,0,3.85,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.02,10.591362298366771
39,130128,4,1,12.821,3.07,19.32,12.821,15.689,3.077,16.4,3.07,19.32,0,0,0,7.846,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,10.32374424084226
40,130005,126,15,12.67,3.221,20.27,12.67,13.61,3.281,19.43,3.221,20.27,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,10.085219170561338
41,130041,180,23,12.999,2.892,18.2,12.999,14.116,2.775,16.43,2.892,18.2,0,0,0,0.0,0,3.92,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.02,9.612824015483953
42,130328,130,16,12.708,3.1830000000000003,20.03,12.708,13.717,3.174,18.79,3.1830000000000003,20.03,0,0,0,4.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,9.490259595562852
43,130247,12,2,12.757,3.134,19.72,12.757,13.673,3.218,19.05,3.134,19.72,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,9.444007055271207
44,130256,61,7,12.854000000000001,3.037,19.11,12.854000000000001,13.863,3.028,17.92,3.037,19.11,0,0,0,3.7039999999999997,0,3.97,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.01,9.168040300828933
45,130326,106,13,12.727,3.1639999999999997,19.91,12.727,13.722999999999999,3.168,18.76,3.1639999999999997,19.91,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.02,9.110936551795497
46,130153,79,9,12.745,3.1460000000000004,19.79,12.745,13.7,3.1910000000000003,18.89,3.1460000000000004,19.79,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,8.983109212514679
47,130312,70,7,12.872,3.0189999999999997,19.0,12.872,15.731,3.035,16.17,3.0189999999999997,19.0,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.02,8.677487596629923
48,130053,118,14,13.001,2.89,18.18,13.001,15.892999999999999,2.873,15.31,2.89,18.18,0,0,0,3.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.01,8.626187402509677
49,130338,181,23,13.189,2.702,17.0,13.189,14.232999999999999,2.658,15.73,2.702,17.0,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,8.430007064698824
50,130321,176,23,12.764000000000001,3.127,19.68,12.764000000000001,13.788,3.103,18.37,3.127,19.68,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,8.372667590121264
51,130025,36,4,13.349,2.542,16.0,13.349,14.41,2.481,14.69,2.542,16.0,0,0,0,0.0,0,3.82,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.02,8.304909515606989
52,130200,160,20,13.404000000000002,2.487,15.65,13.404000000000002,14.489,2.4019999999999997,14.22,2.487,15.65,0,0,0,0.0,0,3.83,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.03,8.303858379482769
53,130021,37,4,13.671,2.22,13.97,13.671,14.724,2.167,12.83,2.22,13.97,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,8.291593568327132
54,130406,83,9,13.033,2.858,17.99,13.033,14.186,2.705,16.01,2.858,17.99,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,8.288677911902374
55,130334,120,14,12.889000000000001,3.002,18.89,12.889000000000001,13.939,2.952,17.47,3.002,18.89,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,8.2723423957438
56,130405,168,22,13.040999999999999,2.85,17.93,13.040999999999999,14.061,2.83,16.75,2.85,17.93,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.02,8.238409422243148
57,130331,34,4,13.142999999999999,2.748,17.29,13.142999999999999,14.068,2.823,16.71,2.748,17.29,0,0,0,0.0,0,3.98,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,8.227306192730213
58,130214,32,4,13.668,2.2230000000000003,13.99,13.668,14.661,2.23,13.2,2.2230000000000003,13.99,0,0,0,0.0,0,3.98,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,8.222069355808689
59,130127,190,21,12.911,2.98,18.75,12.911,13.984000000000002,2.907,17.21,2.98,18.75,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,8.185861910954676
60,130155,134,16,13.062999999999999,2.8280000000000003,17.8,13.062999999999999,16.041,2.725,14.52,2.8280000000000003,17.8,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,8.144397427902343
61,130008,85,10,13.104000000000001,2.787,17.54,13.104000000000001,14.127,2.764,16.36,2.787,17.54,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,8.095348891570994
62,130200,177,23,13.023,2.8680000000000003,18.05,13.023,14.082,2.8089999999999997,16.63,2.8680000000000003,18.05,0,0,0,0.0,0,3.98,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,8.059218705484922
63,130059,42,5,12.788,3.103,19.53,12.788,13.735999999999999,3.155,18.68,3.103,19.53,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,8.043657343928363
64,130422,98,11,12.940999999999999,2.95,18.57,12.940999999999999,14.089,2.802,16.59,2.95,18.57,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.01,8.04120475663254
65,130126,119,14,13.054,2.8369999999999997,17.86,13.054,14.14,2.7510000000000003,16.29,2.8369999999999997,17.86,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,8.040149844777476
66,130316,156,20,13.212,2.679,16.86,13.212,14.207,2.6839999999999997,15.89,2.679,16.86,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,7.952885809979161
67,130354,117,14,12.888,3.0039999999999996,18.9,12.888,15.76,3.0060000000000002,16.02,3.0039999999999996,18.9,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,7.931119120993305
68,130345,185,22,13.004000000000001,2.887,18.17,13.004000000000001,13.997,2.8939999999999997,17.14,2.887,18.17,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,7.90689416838699
69,130056,93,11,12.877,3.014,18.97,12.877,13.950999999999999,2.94,17.41,3.014,18.97,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,7.88135124702707
70,130311,145,18,13.052999999999999,2.838,17.86,13.052999999999999,15.960999999999999,2.805,14.95,2.838,17.86,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,7.8722999948368475
71,130411,25,3,12.999,2.892,18.2,12.999,15.76,3.0060000000000002,16.02,2.892,18.2,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,7.602108874800405
72,130402,184,21,13.636,2.255,14.19,13.636,14.579,2.312,13.69,2.255,14.19,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,7.578383124876483
73,130208,20,2,13.443,2.448,15.4,13.443,14.497,2.394,14.17,2.448,15.4,0,0,0,4.0,0,3.9,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.02,7.56833228489933
74,130221,154,19,13.214,2.677,16.84,13.214,16.201,2.565,13.67,2.677,16.84,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.02,7.340680942274424
75,130401,7,1,13.190999999999999,2.7,16.99,13.190999999999999,14.305,2.5860000000000003,15.31,2.7,16.99,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,7.314265116337384
76,130325,69,7,13.549000000000001,2.342,14.74,13.549000000000001,14.573,2.318,13.72,2.342,14.74,0,0,0,0.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,7.289334426495615
77,130343,110,13,13.555,2.336,14.7,13.555,16.462,2.3040000000000003,12.28,2.336,14.7,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.01,7.239538517848139
78,130253,27,3,13.265999999999998,2.625,16.52,13.265999999999998,14.325,2.5660000000000003,15.19,2.625,16.52,0,0,0,16.0,0,3.95,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.01,7.225225910993495
79,130350,75,8,13.37,2.521,15.86,13.37,14.468,2.423,14.34,2.521,15.86,0,0,0,0.0,0,3.84,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.04,7.061455271808802
80,130126,139,17,13.138,2.753,17.32,13.138,14.25,2.641,15.63,2.753,17.32,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,7.057622912632169
81,130241,21,2,13.245999999999999,2.645,16.64,13.245999999999999,14.366,2.525,14.95,2.645,16.64,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.03,6.980935387408585
82,130237,53,6,13.436,2.455,15.45,13.436,14.505999999999998,2.385,14.12,2.455,15.45,0,0,0,13.333,0,3.94,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.03,6.709194988074833
83,130434,175,22,13.519,2.372,14.93,13.519,14.575,2.316,13.71,2.372,14.93,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.02,6.405172123948666
84,130321,171,22,13.425999999999998,2.465,15.51,13.425999999999998,14.519,2.372,14.04,2.465,15.51,0,0,0,0.0,0,3.92,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.03,6.285335654260136
85,130214,144,18,13.229000000000001,2.662,16.75,13.229000000000001,16.122,2.6439999999999997,14.09,2.662,16.75,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,6.253798446211311
86,130409,3,1,13.304,2.5869999999999997,16.28,13.304,14.349,2.542,15.05,2.5869999999999997,16.28,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.02,5.997968726707367
87,130421,52,6,13.524000000000001,2.367,14.89,13.524000000000001,14.546,2.345,13.88,2.367,14.89,0,0,0,4.032,0,3.93,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.03,5.920939128194938
88,130450,88,10,13.314,2.577,16.22,13.314,14.443,2.448,14.49,2.577,16.22,0,0,0,5.678,0,3.95,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,5.782178400831134
89,130451,72,8,13.292,2.5989999999999998,16.36,13.292,14.279000000000002,2.612,15.46,2.5989999999999998,16.36,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,5.716697474547491
90,130320,54,6,13.376,2.515,15.83,13.376,14.427999999999999,2.463,14.58,2.515,15.83,0,0,0,0.0,0,3.88,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.03,5.707966021668894
91,130343,55,6,13.513,2.378,14.96,13.513,14.565,2.326,13.77,2.378,14.96,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.03,5.701473690213761
92,130139,14,2,13.314,2.5780000000000003,16.22,13.314,14.335999999999999,2.555,15.13,2.5780000000000003,16.22,0,0,0,0.0,0,3.98,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,5.6217481623049625
93,130346,183,11,13.565999999999999,2.325,14.63,13.565999999999999,14.527000000000001,2.364,14.0,2.325,14.63,0,0,0,0.0,0,3.98,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,5.582078647118635
94,130110,131,16,13.277000000000001,2.614,16.45,13.277000000000001,14.264000000000001,2.627,15.55,2.614,16.45,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,5.529610831190347
95,130441,124,15,13.568,2.323,14.62,13.568,14.534,2.3569999999999998,13.96,2.323,14.62,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,5.50289740107101
96,130047,82,9,13.495999999999999,2.395,15.07,13.495999999999999,16.423,2.343,12.49,2.395,15.07,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,5.346761786191969
97,130137,95,11,13.495,2.396,15.08,13.495,16.398,2.3680000000000003,12.62,2.396,15.08,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,5.346761786191969
98,130402,24,2,13.277999999999999,2.613,16.45,13.277999999999999,14.337,2.5540000000000003,15.12,2.613,16.45,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.01,5.216801724877584
99,130210,151,19,13.552,2.339,14.72,13.552,14.507,2.385,14.12,2.339,14.72,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,5.203106477522576
100,130128,22,2,13.214,2.677,16.84,13.214,14.299000000000001,2.592,15.35,2.677,16.84,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,5.200600584997446
101,130016,149,19,13.262,2.6289999999999996,16.54,13.262,14.277999999999999,2.613,15.47,2.6289999999999996,16.54,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.01,5.200600584997446
102,130030,38,4,13.509,2.3819999999999997,14.99,13.509,14.587,2.3040000000000003,13.64,2.3819999999999997,14.99,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.01,5.150806272724388
103,130154,188,7,13.572000000000001,2.319,14.59,13.572000000000001,14.527000000000001,2.364,13.99,2.319,14.59,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,5.125479059543574
104,130423,47,5,13.504000000000001,2.387,15.02,13.504000000000001,14.535,2.356,13.95,2.387,15.02,0,0,0,4.333,0,3.96,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.01,4.453704493177944
105,130439,6,1,13.525,2.366,14.89,13.525,14.552,2.339,13.85,2.366,14.89,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,4.288216923457618
106,130049,46,5,13.395999999999999,2.495,15.7,13.395999999999999,14.470999999999998,2.42,14.33,2.495,15.7,0,0,0,0.0,0,3.91,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.01,4.27729222973272
107,130407,1,1,13.325999999999999,2.565,16.14,13.325999999999999,14.312000000000001,2.5789999999999997,15.27,2.565,16.14,0,0,0,0.0,0,3.93,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.03,4.270567645933469
108,130258,128,16,13.363,2.528,15.91,13.363,16.254,2.512,13.39,2.528,15.91,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,4.26463701458062
109,130138,40,4,13.517999999999999,2.373,14.93,13.517999999999999,14.55,2.3409999999999997,13.86,2.373,14.93,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,4.0499777576530915
110,130023,125,15,13.454,2.437,15.34,13.454,14.515999999999998,2.375,14.06,2.437,15.34,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,3.8856516946932773
111,130124,148,18,13.354000000000001,2.537,15.96,13.354000000000001,14.464,2.427,14.37,2.537,15.96,0,0,0,17.333,0,3.93,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,3.7457465819595535
112,130203,105,12,13.347999999999999,2.543,16.0,13.347999999999999,14.425,2.4659999999999997,14.6,2.543,16.0,0,0,0,0.0,0,3.92,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.01,3.6649599546195093
113,130311,96,11,13.324000000000002,2.5669999999999997,16.15,13.324000000000002,14.392000000000001,2.499,14.8,2.5669999999999997,16.15,0,0,0,8.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.01,3.6584948056681252
114,130010,49,6,13.377,2.5140000000000002,15.82,13.377,14.315999999999999,2.575,15.24,2.5140000000000002,15.82,0,0,0,4.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,3.348620255313439
115,130124,147,18,13.463,2.428,15.28,13.463,14.55,2.3409999999999997,13.86,2.428,15.28,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.01,3.0337627032200194
116,130239,87,10,13.423,2.468,15.53,13.423,14.443,2.448,14.49,2.468,15.53,0,0,0,0.0,0,3.98,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,2.995454041491957
117,130114,100,12,13.536,2.355,14.82,13.536,14.472000000000001,2.419,14.32,2.355,14.82,0,0,0,0.0,0,3.98,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,2.8770466440033937
118,130153,173,22,13.335,2.556,16.09,13.335,14.405999999999999,2.485,14.71,2.556,16.09,0,0,0,0.0,0,3.94,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,2.8167294181037428
119,130012,44,5,13.375,2.516,15.83,13.375,14.453,2.438,14.43,2.516,15.83,0,0,0,0.0,0,3.92,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.01,2.7719741017917645
120,130030,107,13,13.474,2.417,15.21,13.474,14.425,2.4659999999999997,14.6,2.417,15.21,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,2.756467402879103
121,130107,99,12,13.431,2.46,15.48,13.431,14.436,2.455,14.53,2.46,15.48,0,0,0,0.0,0,3.97,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,2.7291861520871876
122,130126,178,23,13.332,2.559,16.1,13.332,14.339,2.552,15.11,2.559,16.1,0,0,0,0.0,0,3.96,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,2.6994055831625587
