,X_timestamp,X_version,X_id,X_index,X_score,X_type,beat_hostname,beat_version,enrichment_branch_name,metricset_module,metricset_name,metricset_rtt,actual_free,actual_used_bytes,actual_used_pct,free,swap_free,swap_total,swap_used_bytes,swap_used_pct,total,used_bytes,used_pct
17058,"December 18th 2018, 13:04:07.419",1,FYUBwmcBbOSZnM2xNtTK,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,13.326,2.565,0.1614,13.326,14.312,16.891,2.579,0.1527,15.891,2.565,0.1614
17080,"December 18th 2018, 13:03:33.445",1,UY0BwmcB6ZGVNHRkIWIP,metricbeat-000209,NA,doc,2,6.2.4,1,system,memory,,12.098,3.793,0.2387,12.098,12.937,16.891,3.954,0.2341,15.891,3.793,0.2387
17057,"December 18th 2018, 13:04:08.740",1,50sBwmcBAOA7YPJGeyuI,metricbeat-000209,NA,doc,3,6.2.4,1,system,memory,,13.304,2.587,0.1628,13.304,14.349,16.891,2.542,0.1505,15.891,2.587,0.1628
17145,"December 18th 2018, 13:01:28.250",1,cowAwmcB6ZGVNHRkvLOa,metricbeat-000209,NA,doc,4,6.2.4,1,system,memory,,12.821,3.07,0.1932,12.821,15.689,18.766,3.077,0.164,15.891,3.07,0.1932
17098,"December 18th 2018, 13:03:10.206",1,4lkfwmcBAOA7YPJGHtR0,metricbeat-000209,NA,doc,5,6.2.4,1,system,memory,,12.052,3.839,0.2416,12.052,12.767,16.891,4.124,0.2442,15.891,3.839,0.2416
17049,"December 18th 2018, 13:04:38.699",1,6oUBwmcBbOSZnM2xRPvP,metricbeat-000209,NA,doc,6,6.2.4,1,system,memory,,13.525,2.366,0.1489,13.525,14.552,16.891,2.339,0.1385,15.891,2.366,0.1489
17063,"December 18th 2018, 13:04:01.028",1,YR0kwmcBdDbnrhqkc3C8,metricbeat-000209,NA,doc,7,6.2.4,1,system,memory,175,13.191,2.7,0.1699,13.191,14.305,16.891,2.586,0.1531,15.891,2.7,0.1699
17069,"December 18th 2018, 13:03:49.409",1,t4oBwmcBX8H-MD0_cZZX,metricbeat-000209,NA,doc,8,6.2.4,1,system,memory,,13.42,2.471,0.1555,13.42,14.462,16.891,2.43,0.1438,15.891,2.471,0.1555
17107,"December 18th 2018, 13:02:46.925",1,p-cBwmcBxOZ1qs_pSG_f,metricbeat-000209,NA,doc,12,6.2.4,2,system,memory,,12.757,3.134,0.1972,12.757,13.673,16.891,3.218,0.1905,15.891,3.134,0.1972
17140,"December 18th 2018, 13:01:38.981",1,SusAwmcBrehMbwjYwryu,metricbeat-000209,NA,doc,14,6.2.4,2,system,memory,,13.314,2.578,0.1622,13.314,14.336,16.891,2.555,0.1513,15.891,2.578,0.1622
17125,"December 18th 2018, 13:02:08.052",1,nfgTwmcBn_oGi6rs7ad8,metricbeat-000209,NA,doc,20,6.2.4,2,system,memory,,13.443,2.448,0.154,13.443,14.497,16.891,2.394,0.1417,15.891,2.448,0.154
17110,"December 18th 2018, 13:02:41.387",1,bxwUwmcBdDbnrhqkJD00,metricbeat-000209,NA,doc,21,6.2.4,2,system,memory,131,13.246,2.645,0.1664,13.246,14.366,16.891,2.525,0.1495,15.891,2.645,0.1664
17146,"December 18th 2018, 13:01:27.960",1,N-cBwmcBxOZ1qs_pHglj,metricbeat-000209,NA,doc,22,6.2.4,2,system,memory,,13.214,2.677,0.1684,13.214,14.299,16.891,2.592,0.1535,15.891,2.677,0.1684
17143,"December 18th 2018, 13:01:34.429",1,iyETwmcBN4R-DFd1yWXv,metricbeat-000209,NA,doc,23,6.2.4,2,system,memory,159,13.353,2.538,0.1597,13.353,14.414,16.891,2.477,0.1466,15.891,2.538,0.1597
17061,"December 18th 2018, 13:04:02.256",1,z_wkwmcBrehMbwjYdLYZ,metricbeat-000209,NA,doc,24,6.2.4,2,system,memory,,13.278,2.613,0.1645,13.278,14.337,16.891,2.554,0.1512,15.891,2.613,0.1645
17056,"December 18th 2018, 13:04:11.384",1,QpYkwmcBbOSZnM2xixd2,metricbeat-000209,NA,doc,25,6.2.4,3,system,memory,146,12.999,2.892,0.182,12.999,15.76,18.766,3.006,0.1602,15.891,2.892,0.182
17109,"December 18th 2018, 13:02:41.643",1,DvsUwmcBrehMbwjYJIJL,metricbeat-000209,NA,doc,26,6.2.4,3,system,memory,,12.663,3.228,0.2031,12.663,13.658,16.891,3.233,0.1914,15.891,3.228,0.2031
17102,"December 18th 2018, 13:02:53.370",1,i-wBwmcBrehMbwjYS9OP,metricbeat-000209,NA,doc,27,6.2.4,3,system,memory,,13.266,2.625,0.1652,13.266,14.325,16.891,2.566,0.1519,15.891,2.625,0.1652
17153,"December 18th 2018, 13:01:25.304",1,hokBwmcBX8H-MD0_HMR-,metricbeat-000209,NA,doc,28,6.2.4,3,system,memory,,12.314,3.577,0.2251,12.314,12.977,16.891,3.914,0.2317,15.891,3.577,0.2251
17105,"December 18th 2018, 13:02:51.632",1,OecBwmcBxOZ1qs_pSnnk,metricbeat-000209,NA,doc,29,6.2.4,3,system,memory,144,12.833,3.058,0.1925,12.833,13.879,16.891,3.012,0.1783,15.891,3.058,0.1925
17180,"December 18th 2018, 13:00:24.890",1,IBsTwmcBdDbnrhqkmHE6,metricbeat-000209,NA,doc,30,6.2.4,3,system,memory,,12.471,3.42,0.2152,12.471,13.538,16.891,3.354,0.1985,15.891,3.42,0.2152
17106,"December 18th 2018, 13:02:47.201",1,oiEUwmcBN4R-DFd1KtoC,metricbeat-000209,NA,doc,31,6.2.4,3,system,memory,,12.674,3.217,0.2024,12.674,13.736,16.891,3.155,0.1868,15.891,3.217,0.2024
17121,"December 18th 2018, 13:02:14.380",1,FIUAwmcBbOSZnM2x1iMq,metricbeat-000209,NA,doc,32,6.2.4,4,system,memory,,13.668,2.223,0.1399,13.668,14.661,16.891,2.23,0.132,15.891,2.223,0.1399
17067,"December 18th 2018, 13:03:51.235",1,txIBwmcBN4R-DFd1LrY4,metricbeat-000209,NA,doc,33,6.2.4,4,system,memory,,13.567,2.324,0.1462,13.567,16.417,18.766,2.349,0.1252,15.891,2.324,0.1462
17082,"December 18th 2018, 13:03:31.209",1,mIUBwmcBbOSZnM2xHpRZ,metricbeat-000209,NA,doc,34,6.2.4,4,system,memory,88,13.143,2.748,0.1729,13.143,14.068,16.891,2.823,0.1671,15.891,2.748,0.1729
17170,"December 18th 2018, 13:00:51.361",1,FusAwmcBrehMbwjYqndQ,metricbeat-000209,NA,doc,35,6.2.4,4,system,memory,173,13.392,2.499,0.1572,13.392,14.478,16.891,2.413,0.1428,15.891,2.499,0.1572
17181,"December 18th 2018, 13:00:24.637",1,QBsTwmcBdDbnrhqkmHE6,metricbeat-000209,NA,doc,36,6.2.4,4,system,memory,,13.349,2.542,0.16,13.349,14.41,16.891,2.481,0.1469,15.891,2.542,0.16
17185,"December 18th 2018, 13:00:21.055",1,EvgTwmcBn_oGi6rslgfX,metricbeat-000209,NA,doc,37,6.2.4,4,system,memory,,13.671,2.22,0.1397,13.671,14.724,16.891,2.167,0.1283,15.891,2.22,0.1397
17178,"December 18th 2018, 13:00:30.377",1,bZQTwmcBbOSZnM2xmwu_,metricbeat-000209,NA,doc,38,6.2.4,4,system,memory,,13.509,2.382,0.1499,13.509,14.587,16.891,2.304,0.1364,15.891,2.382,0.1499
11849,"December 18th 2018, 15:49:02.897",1,dUdBwmcBN4R-DFd1wmRR,metricbeat-000209,NA,doc,39,6.2.4,4,system,memory,,13.483,2.408,0.1516,13.483,14.822,16.891,2.069,0.1225,15.891,2.408,0.1516
17141,"December 18th 2018, 13:01:38.194",1,a1MAwmcBuqt-6aA3weul,metricbeat-000209,NA,doc,40,6.2.4,4,system,memory,,13.518,2.373,0.1493,13.518,14.55,16.891,2.341,0.1386,15.891,2.373,0.1493
17183,"December 18th 2018, 13:00:21.958",1,afoTwmcBrehMbwjYl62p,metricbeat-000209,NA,doc,41,6.2.4,5,system,memory,157,11.104,4.788,0.3013,11.104,12.6,18.766,6.166,0.3286,15.891,4.788,0.3013
17164,"December 18th 2018, 13:00:58.746",1,xRIAwmcBN4R-DFd18mmX,metricbeat-000209,NA,doc,42,6.2.4,5,system,memory,118,12.788,3.103,0.1953,12.788,13.736,16.891,3.155,0.1868,15.891,3.103,0.1953
17045,"December 18th 2018, 13:04:47.468",1,jP0lwmcBrehMbwjYEwzY,metricbeat-000209,NA,doc,43,6.2.4,5,system,memory,,12.255,3.636,0.2288,12.255,13.178,16.891,3.713,0.2198,15.891,3.636,0.2288
17190,"December 18th 2018, 13:00:12.204",1,FwwAwmcBdDbnrhqk4LM8,metricbeat-000209,NA,doc,44,6.2.4,5,system,memory,,13.375,2.516,0.1583,13.375,14.453,16.891,2.438,0.1443,15.891,2.516,0.1583
17168,"December 18th 2018, 13:00:53.962",1,F-YAwmcBxOZ1qs_pqyNe,metricbeat-000209,NA,doc,45,6.2.4,5,system,memory,,13.404,2.487,0.1565,13.404,14.443,16.891,2.448,0.1449,15.891,2.487,0.1565
17171,"December 18th 2018, 13:00:48.558",1,pFMAwmcBuqt-6aA3p6vX,metricbeat-000209,NA,doc,46,6.2.4,5,system,memory,140,13.396,2.495,0.157,13.396,14.471,16.891,2.42,0.1433,15.891,2.495,0.157
17052,"December 18th 2018, 13:04:23.129",1,B4oBwmcBX8H-MD0_s8j5,metricbeat-000209,NA,doc,47,6.2.4,5,system,memory,,13.504,2.387,0.1502,13.504,14.535,16.891,2.356,0.1395,15.891,2.387,0.1502
17123,"December 18th 2018, 13:02:13.518",1,KpQTwmcBbOSZnM2x8Khj,metricbeat-000209,NA,doc,48,6.2.4,6,system,memory,166,13.488,2.403,0.1512,13.488,14.429,16.891,2.462,0.1458,15.891,2.403,0.1512
17191,"December 18th 2018, 13:00:10.123",1,#NAME?,metricbeat-000209,NA,doc,49,6.2.4,6,system,memory,,13.377,2.514,0.1582,13.377,14.316,16.891,2.575,0.1524,15.891,2.514,0.1582
17104,"December 18th 2018, 13:02:51.864",1,zxwUwmcBdDbnrhqkLU-v,metricbeat-000209,NA,doc,50,6.2.4,6,system,memory,,13.378,2.513,0.1582,13.378,14.371,16.891,2.52,0.1492,15.891,2.513,0.1582
17117,"December 18th 2018, 13:02:27.510",1,6lQBwmcBuqt-6aA3PeTM,metricbeat-000209,NA,doc,51,6.2.4,6,system,memory,,13.031,2.86,0.18,13.031,14.102,16.891,2.789,0.1651,15.891,2.86,0.18
17054,"December 18th 2018, 13:04:21.354",1,Ru0BwmcBrehMbwjYs2R5,metricbeat-000209,NA,doc,52,6.2.4,6,system,memory,,13.524,2.367,0.1489,13.524,14.546,16.891,2.345,0.1388,15.891,2.367,0.1489
17115,"December 18th 2018, 13:02:37.084",1,VokAwmcBX8H-MD0_5HV8,metricbeat-000209,NA,doc,53,6.2.4,6,system,memory,,13.436,2.455,0.1545,13.436,14.506,16.891,2.385,0.1412,15.891,2.455,0.1545
17090,"December 18th 2018, 13:03:19.876",1,3fYgwmcBxOZ1qs_pB7Wm,metricbeat-000209,NA,doc,54,6.2.4,6,system,memory,,13.376,2.515,0.1583,13.376,14.428,16.891,2.463,0.1458,15.891,2.515,0.1583
17073,"December 18th 2018, 13:03:43.291",1,3fkjwmcBn_oGi6rsUOXo,metricbeat-000209,NA,doc,55,6.2.4,6,system,memory,,13.513,2.378,0.1496,13.513,14.565,16.891,2.326,0.1377,15.891,2.378,0.1496
17118,"December 18th 2018, 13:02:25.094",1,rJQTwmcBbOSZnM2x_7yT,metricbeat-000209,NA,doc,60,6.2.4,7,system,memory,,11.936,3.955,0.2489,11.936,12.891,16.891,4,0.2368,15.891,3.955,0.2489
17100,"December 18th 2018, 13:02:56.151",1,uEoBwmcBAOA7YPJGTMDN,metricbeat-000209,NA,doc,61,6.2.4,7,system,memory,,12.854,3.037,0.1911,12.854,13.863,16.891,3.028,0.1792,15.891,3.037,0.1911
