,X.timestamp,X.version,X_id,X_index,X_score,X_type,beat.hostname,beat.version,enrichment.branch.name,metricset.module,metricset.name,metricset.rtt,system.network.in.bytes,system.network.in.dropped,system.network.in.errors,system.network.in.packets,system.network.name,system.network.out.bytes,system.network.out.dropped,system.network.out.errors,system.network.out.packets
38398,"December 18th 2018, 15:20:17.874",1,9HU7wmcBAOA7YPJGpJ8A,metricbeat-000209,NA,doc,135,6.2.4,16,system,network,"4,039",56.267MB,0,0,"123,455",Ethernet,35.128MB,0,0,"135,109"
38417,"December 18th 2018, 15:20:08.398",1,ohg8wmcBrehMbwjYCL0g,metricbeat-000209,NA,doc,136,6.2.4,17,system,network,"3,053",27.425MB,0,0,"56,118",Ethernet,20.227MB,0,0,"56,886"
38250,"December 18th 2018, 15:21:39.222",1,P9BUwmcBX8H-MD0_Wit5,metricbeat-000209,NA,doc,138,6.2.4,17,system,network,"3,987",53.567MB,0,0,"120,285",Ethernet,33.331MB,0,0,"127,256"
38284,"December 18th 2018, 15:21:25.643",1,cIE8wmcBuqt-6aA3IVDg,metricbeat-000209,NA,doc,139,6.2.4,17,system,network,"1,036",577.762MB,0,0,"1,138,223",Ethernet,294.349MB,0,0,"1,201,151"
38302,"December 18th 2018, 15:21:21.112",1,uxk8wmcBrehMbwjYIQ0f,metricbeat-000209,NA,doc,140,6.2.4,17,system,network,808,30.028MB,0,0,"57,763",Ethernet,18.346MB,0,0,"60,209"
38429,"December 18th 2018, 15:19:58.001",1,_C9UwmcBn_oGi6rsFo6T,metricbeat-000209,NA,doc,141,6.2.4,17,system,network,"3,006",65.353MB,0,0,"141,908",Ethernet,42.773MB,0,0,"153,015"
38637,"December 18th 2018, 15:17:40.604",1,b7E7wmcBbOSZnM2xtZtM,metricbeat-000209,NA,doc,142,6.2.4,18,system,network,996,96.283MB,0,0,"196,574",Ethernet,58.551MB,0,0,"203,532"
38353,"December 18th 2018, 15:20:48.165",1,qVNUwmcBdDbnrhqkMUy8,metricbeat-000209,NA,doc,143,6.2.4,18,system,network,"3,989",82.63MB,0,0,"183,816",Ethernet,51.665MB,0,0,"190,480"
38351,"December 18th 2018, 15:20:49.380",1,19NUwmcB6ZGVNHRkMgGr,metricbeat-000209,NA,doc,144,6.2.4,18,system,network,990,11.051MB,0,0,"23,653",Ethernet,7.311MB,0,0,"24,621"
38596,"December 18th 2018, 15:18:10.684",1,9ixTwmcBxOZ1qs_puFfb,metricbeat-000209,NA,doc,145,6.2.4,18,system,network,"3,988",112.688MB,0,0,"308,508",Ethernet,142.483MB,0,0,"376,039"
38242,"December 18th 2018, 15:21:43.432",1,ONBUwmcBX8H-MD0_YTPD,metricbeat-000209,NA,doc,146,6.2.4,18,system,network,"2,003",62.26MB,0,0,"135,853",Ethernet,36.81MB,0,0,"146,477"
38295,"December 18th 2018, 15:21:24.467",1,Ibg7wmcB6ZGVNHRkt8yU,metricbeat-000209,NA,doc,147,6.2.4,18,system,network,"3,035",76.302MB,0,0,"154,172",Ethernet,42.645MB,0,0,"165,938"
38297,"December 18th 2018, 15:21:23.793",1,pxk8wmcBrehMbwjYIQ5z,metricbeat-000209,NA,doc,148,6.2.4,18,system,network,"4,045",70.825MB,0,0,"148,934",Ethernet,39.342MB,0,0,"158,766"
38402,"December 18th 2018, 15:20:15.455",1,7FhUwmcBN4R-DFd1H7Pu,metricbeat-000209,NA,doc,149,6.2.4,19,system,network,"3,924",80.778MB,0,0,"168,869",Ethernet,50.16MB,0,0,"175,459"
38511,"December 18th 2018, 15:18:51.606",1,7RQ7wmcBn_oGi6rsi8Dd,metricbeat-000209,NA,doc,150,6.2.4,19,system,network,997,82.321MB,0,0,"174,021",Ethernet,45.446MB,0,0,"177,354"
38201,"December 18th 2018, 15:22:09.989",1,2pBUwmcBAOA7YPJGoeIC,metricbeat-000209,NA,doc,151,6.2.4,19,system,network,"4,025",155.642MB,0,0,"255,749",Ethernet,58.653MB,0,0,"237,383"
38445,"December 18th 2018, 15:19:45.839",1,4T48wmcBN4R-DFd1AcPb,metricbeat-000209,NA,doc,152,6.2.4,19,system,network,"1,002",101.5MB,0,0,"221,089",Ethernet,57.745MB,0,0,"227,258"
38323,"December 18th 2018, 15:21:06.088",1,gLg7wmcB6ZGVNHRksraK,metricbeat-000209,NA,doc,153,6.2.4,19,system,network,"2,855",62.535MB,0,0,"138,411",Ethernet,39.32MB,0,0,"147,291"
38193,"December 18th 2018, 15:22:20.760",1,GjJUwmcBrehMbwjYqPrI,metricbeat-000209,NA,doc,154,6.2.4,19,system,network,"4,032",342.981MB,0,0,"800,102",Ethernet,209.129MB,0,0,"840,984"
38471,"December 18th 2018, 15:19:17.726",1,3stTwmcBbOSZnM2x70x-,metricbeat-000209,NA,doc,155,6.2.4,20,system,network,994,100.788MB,0,0,"205,357",Ethernet,73.791MB,0,0,"221,301"
38308,"December 18th 2018, 15:21:15.286",1,VIE8wmcBuqt-6aA3HUN7,metricbeat-000209,NA,doc,156,6.2.4,20,system,network,"3,055",10.199MB,0,0,"20,079",Ethernet,5.808MB,0,0,"20,372"
38299,"December 18th 2018, 15:21:23.601",1,57E7wmcBbOSZnM2xt54t,metricbeat-000209,NA,doc,157,6.2.4,20,system,network,"2,043",85.899MB,0,0,"184,460",Ethernet,56.204MB,0,0,"195,517"
38401,"December 18th 2018, 15:20:16.194",1,KVNUwmcBdDbnrhqkHyTs,metricbeat-000209,NA,doc,158,6.2.4,20,system,network,"3,150",11.666MB,0,0,"23,442",Ethernet,5.592MB,0,0,"23,955"
38215,"December 18th 2018, 15:22:01.945",1,YVNUwmcBdDbnrhqklsyZ,metricbeat-000209,NA,doc,159,6.2.4,20,system,network,"3,856",90.939MB,0,0,"173,959",Ethernet,42.703MB,0,0,"177,951"
38221,"December 18th 2018, 15:21:59.538",1,2XY7wmcBAOA7YPJGyghe,metricbeat-000209,NA,doc,160,6.2.4,20,system,network,"3,871",192.274MB,0,0,"255,308",Ethernet,47.367MB,0,0,"234,946"
38485,"December 18th 2018, 15:19:05.948",1,uzFTwmcBrehMbwjY49m6,metricbeat-000209,NA,doc,161,6.2.4,20,system,network,"3,994",11.771MB,0,0,"23,822",Ethernet,7.547MB,0,0,"25,159"
38495,"December 18th 2018, 15:19:02.015",1,48tTwmcBbOSZnM2x2jF1,metricbeat-000209,NA,doc,184,6.2.4,21,system,network,"3,960",87.038MB,0,0,"185,673",Ethernet,52.939MB,0,0,"198,910"
38548,"December 18th 2018, 15:18:33.481",1,Zy9TwmcBn_oGi6rsyAca,metricbeat-000209,NA,doc,186,6.2.4,21,system,network,965,2.962GB,268,0,"4,650,418",Ethernet,"1,022.45MB",0,0,"4,331,795"
38213,"December 18th 2018, 15:22:02.809",1,gYA7wmcBuqt-6aA3y4vJ,metricbeat-000209,NA,doc,187,6.2.4,21,system,network,"3,849",82.403MB,0,0,"162,873",Ethernet,43.85MB,0,0,"168,033"
38265,"December 18th 2018, 15:21:31.787",1,uTg7wmcBdDbnrhqku8nk,metricbeat-000209,NA,doc,189,6.2.4,21,system,network,"3,039",58.796MB,0,0,"132,143",Ethernet,35.293MB,0,0,"139,113"
38272,"December 18th 2018, 15:21:27.092",1,AMtUwmcBbOSZnM2xUfMF,metricbeat-000209,NA,doc,190,6.2.4,21,system,network,"4,021",951.736MB,0,0,"2,141,972",Ethernet,608.801MB,0,0,"2,324,769"
38289,"December 18th 2018, 15:21:25.520",1,xYE8wmcBuqt-6aA3IVDg,metricbeat-000209,NA,doc,191,6.2.4,21,system,network,"1,951",247.068MB,0,0,"5,664,573",Ethernet,1.24GB,0,0,"5,055,141"
38491,"December 18th 2018, 15:19:05.135",1,nBU7wmcBn_oGi6rs-MdH,metricbeat-000209,NA,doc,168,6.2.4,22,system,network,"3,074",368.835MB,0,0,"852,894",Ethernet,243.373MB,0,0,"926,278"
38589,"December 18th 2018, 15:18:13.067",1,hZlTwmcBuqt-6aA3ubvF,metricbeat-000209,NA,doc,169,6.2.4,22,system,network,"1,381",101.868MB,0,0,"210,837",Ethernet,69.17MB,0,0,"218,567"
38206,"December 18th 2018, 15:22:04.070",1,nj47wmcBN4R-DFd1zGWF,metricbeat-000209,NA,doc,170,6.2.4,22,system,network,"2,549",121.037MB,0,0,"216,213",Ethernet,60.272MB,0,0,"223,018"
38576,"December 18th 2018, 15:18:20.586",1,lrA7wmcBbOSZnM2xgNJ2,metricbeat-000209,NA,doc,171,6.2.4,22,system,network,"4,051",68.304MB,0,0,"141,793",Ethernet,39.509MB,0,0,"155,780"
38305,"December 18th 2018, 15:21:20.474",1,_XU7wmcBAOA7YPJGtdp1,metricbeat-000209,NA,doc,172,6.2.4,22,system,network,"3,070",1.199GB,0,0,"2,641,585",Ethernet,809.577MB,0,0,"2,897,056"
38238,"December 18th 2018, 15:21:53.436",1,4Rg7wmcBrehMbwjYwTgx,metricbeat-000209,NA,doc,173,6.2.4,22,system,network,975,129.72MB,0,0,"245,516",Ethernet,89.372MB,0,0,"266,489"
38559,"December 18th 2018, 15:18:28.987",1,ONJTwmcB6ZGVNHRkxT4r,metricbeat-000209,NA,doc,174,6.2.4,22,system,network,"3,268",260.832MB,0,0,"604,913",Ethernet,242.659MB,0,0,"705,426"
38456,"December 18th 2018, 15:19:33.406",1,F3U7wmcBAOA7YPJGl3GT,metricbeat-000209,NA,doc,175,6.2.4,22,system,network,991,67.654MB,0,0,"148,832",Ethernet,41.171MB,0,0,"158,371"
38524,"December 18th 2018, 15:18:45.206",1,NRI7wmcBxOZ1qs_p4fft,metricbeat-000209,NA,doc,185,6.2.4,22,system,network,"3,838",389.01MB,0,0,"930,140",Ethernet,253.575MB,0,0,"988,459"
38575,"December 18th 2018, 15:18:20.976",1,e1JTwmcBdDbnrhqkwXDp,metricbeat-000209,NA,doc,176,6.2.4,23,system,network,"1,827",829.186MB,0,0,"1,722,802",Ethernet,473.956MB,0,0,"1,581,192"
38220,"December 18th 2018, 15:22:00.210",1,zJpUwmcBuqt-6aA3eP3W,metricbeat-000209,NA,doc,177,6.2.4,23,system,network,"3,046",1.587GB,0,0,"1,821,697",Ethernet,331.349MB,0,0,"1,481,658"
38276,"December 18th 2018, 15:21:26.231",1,6JBUwmcBAOA7YPJGUYIJ,metricbeat-000209,NA,doc,178,6.2.4,23,system,network,"3,052",42.765MB,0,0,"88,818",Ethernet,24.325MB,0,0,"91,563"
38359,"December 18th 2018, 15:20:40.608",1,N7k8wmcB6ZGVNHRkD5tJ,metricbeat-000209,NA,doc,180,6.2.4,23,system,network,"3,914",307.715MB,0,0,"707,900",Ethernet,195.77MB,0,0,"764,634"
38534,"December 18th 2018, 15:18:38.134",1,1y9TwmcBn_oGi6rszBES,metricbeat-000209,NA,doc,181,6.2.4,23,system,network,"3,877",194.664MB,0,0,"352,243",Ethernet,99.04MB,0,0,"358,642"
38460,"December 18th 2018, 15:19:27.874",1,XYA7wmcBuqt-6aA3_d2a,metricbeat-000209,NA,doc,182,6.2.4,23,system,network,"4,031",336.75MB,0,0,"678,610",Ethernet,184.175MB,0,0,"706,315"
