,X_timestamp,X_version,X_id,X_index,X_score,X_type,beat_hostname,beat_version,enrichment_branch_name,metricset_module,metricset_name,metricset_rtt,system_memory_actual_free,system_memory_actual_used_bytes,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_total,system_memory_swap_used_bytes,system_memory_swap_used_pct,system_memory_total,system_memory_used_bytes,system_memory_used_pct
12457,"December 18th 2018, 15:30:13.164",1,q7Q8wmcBbOSZnM2xyBhR,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,11.332,4.559,0.2869,11.332,11.126,16.891,5.765,0.3413,15.891,4.559,0.2869
12298,"December 18th 2018, 15:35:13.158",1,RBc_wmcBxOZ1qs_pzv33,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,11.216,4.675,0.2942,11.216,11.028,16.891,5.863,0.3471,15.891,4.675,0.2942
12139,"December 18th 2018, 15:40:13.153",1,sdwmcBN4R-DFd1AQCo,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,11.194,4.697,0.2956,11.194,11.048,16.891,5.843,0.3459,15.891,4.697,0.2956
11980,"December 18th 2018, 15:45:13.137",1,n0BBwmcBdDbnrhqkVtKW,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,11.218,4.673,0.2941,11.218,11.158,16.891,5.733,0.3394,15.891,4.673,0.2941
11820,"December 18th 2018, 15:50:13.134",1,h35BwmcBAOA7YPJGlaxi,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,11.27,4.621,0.2908,11.27,11.191,16.891,5.7,0.3374,15.891,4.621,0.2908
11660,"December 18th 2018, 15:55:13.130",1,g4pCwmcBuqt-6aA3TPMG,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,169,10.897,4.994,0.3143,10.897,10.395,16.891,6.497,0.3846,15.891,4.994,0.3143
11500,"December 18th 2018, 16:00:13.132",1,IDphwmcBxOZ1qs_p-PJz,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.954,4.937,0.3107,10.954,10.415,16.891,6.476,0.3834,15.891,4.937,0.3107
11340,"December 18th 2018, 16:05:13.137",1,OKliwmcBuqt-6aA33Y42,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.941,4.95,0.3115,10.941,10.445,16.891,6.446,0.3816,15.891,4.95,0.3115
11180,"December 18th 2018, 16:10:13.129",1,u6BjwmcBAOA7YPJGl0rN,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.823,5.068,0.3189,10.823,10.31,16.891,6.581,0.3896,15.891,5.068,0.3189
11020,"December 18th 2018, 16:15:13.131",1,KclIwmcB6ZGVNHRkcYWg,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.844,5.047,0.3176,10.844,10.344,16.891,6.547,0.3876,15.891,5.047,0.3176
10860,"December 18th 2018, 16:20:13.117",1,Q8tMwmcB6ZGVNHRkK5-c,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.727,5.164,0.3249,10.727,10.25,16.891,6.641,0.3932,15.891,5.164,0.3249
10700,"December 18th 2018, 16:25:13.113",1,HYpNwmcBAOA7YPJGzDSa,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,126,10.798,5.093,0.3205,10.798,10.275,16.891,6.616,0.3917,15.891,5.093,0.3205
10540,"December 18th 2018, 16:30:13.118",1,hShQwmcBxOZ1qs_pTfJh,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.901,4.99,0.314,10.901,10.419,16.891,6.472,0.3832,15.891,4.99,0.314
10380,"December 18th 2018, 16:35:13.108",1,xo1SwmcBAOA7YPJGeZZf,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.408,5.483,0.345,10.408,9.656,16.891,7.235,0.4283,15.891,5.483,0.345
10220,"December 18th 2018, 16:40:13.106",1,10RqwmcBxOZ1qs_psvnr,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.789,5.102,0.3211,10.789,10.402,16.891,6.489,0.3842,15.891,5.102,0.3211
10060,"December 18th 2018, 16:45:13.106",1,81NUwmcBdDbnrhqkP2Ga,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.784,5.107,0.3214,10.784,10.336,16.891,6.555,0.3881,15.891,5.107,0.3214
9900,"December 18th 2018, 16:50:13.102",1,x9JYwmcBX8H-MD0_XlNo,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.731,5.16,0.3247,10.731,10.307,16.891,6.584,0.3898,15.891,5.16,0.3247
9740,"December 18th 2018, 16:55:13.100",1,#NAME?,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.673,5.218,0.3284,10.673,10.234,16.891,6.657,0.3941,15.891,5.218,0.3284
9579,"December 18th 2018, 17:00:13.099",1,TOdtwmcBbOSZnM2x2vMH,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.568,5.323,0.335,10.568,10.073,16.891,6.818,0.4037,15.891,5.323,0.335
9419,"December 18th 2018, 17:05:13.098",1,h1pcwmcBdDbnrhqk8EqW,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.583,5.308,0.334,10.583,10.025,16.891,6.866,0.4065,15.891,5.308,0.334
9261,"December 18th 2018, 17:10:13.096",1,FO5wwmcBX8H-MD0_M4Go,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.628,5.263,0.3312,10.628,10.114,16.891,6.777,0.4012,15.891,5.263,0.3312
9106,"December 18th 2018, 17:15:13.095",1,4VJwwmcBrehMbwjY5z17,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.808,5.083,0.3199,10.808,10.162,16.891,6.729,0.3984,15.891,5.083,0.3199
8951,"December 18th 2018, 17:20:13.094",1,RTtgwmcBn_oGi6rsbBZt,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.762,5.129,0.3227,10.762,10.132,16.891,6.759,0.4002,15.891,5.129,0.3227
8796,"December 18th 2018, 17:25:13.092",1,QbJywmcBAOA7YPJGdjjN,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.831,5.06,0.3184,10.831,10.159,16.891,6.732,0.3985,15.891,5.06,0.3184
8641,"December 18th 2018, 17:30:13.100",1,gDxhwmcBn_oGi6rsnMJq,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.736,5.155,0.3244,10.736,10.071,16.891,6.821,0.4038,15.891,5.155,0.3244
8486,"December 18th 2018, 17:35:13.107",1,TGdiwmcBN4R-DFd1z4ib,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.341,5.55,0.3493,10.341,9.532,16.891,7.359,0.4357,15.891,5.55,0.3493
8331,"December 18th 2018, 17:40:13.115",1,XfV0wmcBX8H-MD0_GCiN,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.417,5.474,0.3445,10.417,9.567,16.891,7.324,0.4336,15.891,5.474,0.3445
8176,"December 18th 2018, 17:45:13.122",1,DklrwmcBn_oGi6rs-GtG,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.427,5.464,0.3438,10.427,9.585,16.891,7.306,0.4325,15.891,5.464,0.3438
8021,"December 18th 2018, 17:50:13.128",1,s3p1wmcBdDbnrhqkTKmg,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.356,5.535,0.3483,10.356,9.514,16.891,7.377,0.4367,15.891,5.535,0.3483
7864,"December 18th 2018, 17:55:13.133",1,4vJ1wmcBbOSZnM2xIslt,metricbeat-000209,NA,doc,108,6.2.4,13,system,memory,,10.424,5.467,0.344,10.424,9.57,16.891,7.321,0.4334,15.891,5.467,0.344
7706,"December 18th 2018, 18:00:13.138",1,NV55wmcBrehMbwjYshC5,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.433,5.458,0.3435,10.433,9.587,16.891,7.304,0.4324,15.891,5.458,0.3435
7549,"December 18th 2018, 18:05:13.143",1,B2N-wmcBrehMbwjYTSVw,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.345,5.546,0.349,10.345,9.505,16.891,7.386,0.4372,15.891,5.546,0.349
7389,"December 18th 2018, 18:10:13.147",1,1GOCwmcBxOZ1qs_p41Yl,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.359,5.532,0.3481,10.359,9.513,16.891,7.378,0.4368,15.891,5.532,0.3481
7229,"December 18th 2018, 18:15:13.151",1,r2yHwmcBrehMbwjYopbd,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.282,5.609,0.353,10.282,9.432,16.891,7.459,0.4416,15.891,5.609,0.353
7069,"December 18th 2018, 18:20:13.157",1,fWuMwmcBxOZ1qs_pYPTk,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.329,5.562,0.35,10.329,9.493,16.891,7.398,0.438,15.891,5.562,0.35
6908,"December 18th 2018, 18:25:13.160",1,jHGQwmcBxOZ1qs_plh59,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.257,5.634,0.3545,10.257,9.437,16.891,7.454,0.4413,15.891,5.634,0.3545
6748,"December 18th 2018, 18:30:13.161",1,iHmVwmcBn_oGi6rsLGpf,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.284,5.607,0.3528,10.284,9.427,16.891,7.464,0.4419,15.891,5.607,0.3528
6588,"December 18th 2018, 18:35:13.166",1,TOmZwmcBuqt-6aA3vdiZ,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.366,5.525,0.3477,10.366,9.33,16.891,7.561,0.4476,15.891,5.525,0.3477
6428,"December 18th 2018, 18:40:13.167",1,MimewmcB6ZGVNHRkUkDL,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.385,5.506,0.3465,10.385,9.367,16.891,7.524,0.4455,15.891,5.506,0.3465
6268,"December 18th 2018, 18:45:13.169",1,2-2iwmcBAOA7YPJG5anU,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.487,5.404,0.3401,10.487,9.53,16.891,7.361,0.4358,15.891,5.404,0.3401
6108,"December 18th 2018, 18:50:13.172",1,7jOnwmcBX8H-MD0_ePM2,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.423,5.468,0.3441,10.423,9.46,16.891,7.431,0.4399,15.891,5.468,0.3441
5947,"December 18th 2018, 18:55:13.174",1,c_uswmcBAOA7YPJGDgJr,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.439,5.452,0.3431,10.439,9.489,16.891,7.402,0.4382,15.891,5.452,0.3431
5787,"December 18th 2018, 19:00:13.176",1,ujuwwmcBbOSZnM2xuIWO,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.381,5.51,0.3467,10.381,9.418,16.891,7.473,0.4425,15.891,5.51,0.3467
5627,"December 18th 2018, 19:05:13.177",1,vcy1wmcBN4R-DFd1NeMx,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.355,5.536,0.3483,10.355,9.525,16.891,7.366,0.4361,15.891,5.536,0.3483
5467,"December 18th 2018, 19:10:13.178",1,fk25wmcB6ZGVNHRkyGPe,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.38,5.511,0.3468,10.38,9.539,16.891,7.352,0.4353,15.891,5.511,0.3468
5307,"December 18th 2018, 19:15:13.178",1,JRC-wmcBAOA7YPJGWw6V,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.402,5.489,0.3454,10.402,9.512,16.891,7.379,0.4369,15.891,5.489,0.3454
5146,"December 18th 2018, 19:20:13.179",1,SiDCwmcBuqt-6aA38RwI,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.394,5.497,0.3459,10.394,9.533,16.891,7.358,0.4356,15.891,5.497,0.3459
4986,"December 18th 2018, 19:25:13.181",1,yiPHwmcBuqt-6aA3g5iF,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.551,5.34,0.3361,10.551,9.503,16.891,7.388,0.4374,15.891,5.34,0.3361
4825,"December 18th 2018, 19:30:13.181",1,zCnMwmcBuqt-6aA3GNf0,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.905,4.986,0.3138,10.905,10.131,16.891,6.76,0.4002,15.891,4.986,0.3138
4664,"December 18th 2018, 19:35:13.182",1,EcLQwmcBxOZ1qs_prXw4,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.895,4.996,0.3144,10.895,10.071,16.891,6.82,0.4038,15.891,4.996,0.3144
4503,"December 18th 2018, 19:40:13.183",1,em_VwmcB6ZGVNHRkQ45I,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.854,5.037,0.317,10.854,10.119,16.891,6.772,0.4009,15.891,5.037,0.317
4342,"December 18th 2018, 19:45:13.179",1,ZzPZwmcBAOA7YPJG4nxz,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.812,5.079,0.3196,10.812,10.099,16.891,6.792,0.4021,15.891,5.079,0.3196
4181,"December 18th 2018, 19:50:13.173",1,JEPewmcBuqt-6aA3ZyF4,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.84,5.051,0.3179,10.84,10.118,16.891,6.773,0.401,15.891,5.051,0.3179
4020,"December 18th 2018, 19:55:13.169",1,39viwmcBxOZ1qs_p_jP8,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.803,5.088,0.3202,10.803,10.263,16.891,6.628,0.3924,15.891,5.088,0.3202
3859,"December 18th 2018, 20:00:13.162",1,pOXnwmcBrehMbwjYkpIj,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.71,5.181,0.3261,10.71,10.046,16.891,6.845,0.4052,15.891,5.181,0.3261
3698,"December 18th 2018, 20:05:13.157",1,8hDswmcBN4R-DFd1JaFA,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.976,4.915,0.3093,10.976,10.67,16.891,6.221,0.3683,15.891,4.915,0.3093
3537,"December 18th 2018, 20:10:13.153",1,2YvwwmcBX8H-MD0_t8Sq,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.654,5.237,0.3295,10.654,10.212,16.891,6.679,0.3954,15.891,5.237,0.3295
3376,"December 18th 2018, 20:15:13.148",1,ZlH1wmcBAOA7YPJGgKCR,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.608,5.283,0.3324,10.608,10.172,16.891,6.719,0.3978,15.891,5.283,0.3324
3215,"December 18th 2018, 20:20:13.144",1,lJX5wmcBX8H-MD0_32Y2,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.692,5.199,0.3272,10.692,10.397,16.891,6.494,0.3845,15.891,5.199,0.3272
3054,"December 18th 2018, 20:25:13.140",1,hv_-wmcBrehMbwjYcl5c,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.701,5.19,0.3266,10.701,10.406,16.891,6.485,0.384,15.891,5.19,0.3266
2893,"December 18th 2018, 20:30:13.137",1,KKQDw2cB6ZGVNHRkBVaM,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.646,5.245,0.3301,10.646,10.341,16.891,6.55,0.3878,15.891,5.245,0.3301
2732,"December 18th 2018, 20:35:13.133",1,8qcHw2cB6ZGVNHRkou7h,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.662,5.229,0.3291,10.662,10.265,16.891,6.626,0.3923,15.891,5.229,0.3291
2571,"December 18th 2018, 20:40:13.130",1,KGcMw2cBAOA7YPJGLV3x,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.853,5.038,0.317,10.853,10.487,16.891,6.404,0.3791,15.891,5.038,0.317
2410,"December 18th 2018, 20:45:13.128",1,8S4Qw2cBdDbnrhqkwLL5,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.839,5.052,0.3179,10.839,10.316,16.891,6.575,0.3893,15.891,5.052,0.3179
2249,"December 18th 2018, 20:50:13.124",1,tQsVw2cBxOZ1qs_pW98M,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.855,5.036,0.3169,10.855,10.451,16.891,6.44,0.3813,15.891,5.036,0.3169
2088,"December 18th 2018, 20:55:13.122",1,trAZw2cBX8H-MD0_9xsH,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.807,5.084,0.3199,10.807,10.412,16.891,6.479,0.3836,15.891,5.084,0.3199
1927,"December 18th 2018, 21:00:13.119",1,9Lcew2cB6ZGVNHRkkJIY,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.872,5.019,0.3158,10.872,10.463,16.891,6.428,0.3805,15.891,5.019,0.3158
1766,"December 18th 2018, 21:05:13.117",1,nRcjw2cBn_oGi6rsFV48,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.661,5.23,0.3291,10.661,10.2,16.891,6.691,0.3962,15.891,5.23,0.3291
1605,"December 18th 2018, 21:10:13.134",1,bUAnw2cBdDbnrhqkpSqT,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.726,5.165,0.3251,10.726,10.051,16.891,6.84,0.4049,15.891,5.165,0.3251
1444,"December 18th 2018, 21:15:13.132",1,kbssw2cBbOSZnM2xObSz,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.732,5.159,0.3247,10.732,10.045,16.891,6.846,0.4053,15.891,5.159,0.3247
1283,"December 18th 2018, 21:20:13.131",1,No8ww2cBuqt-6aA3zSyK,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.678,5.213,0.328,10.678,9.988,16.891,6.903,0.4087,15.891,5.213,0.328
1122,"December 18th 2018, 21:25:13.123",1,kCY1w2cBn_oGi6rsX6Pd,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.707,5.184,0.3262,10.707,10.026,16.891,6.865,0.4064,15.891,5.184,0.3262
961,"December 18th 2018, 21:30:13.127",1,clI5w2cBN4R-DFd18-f6,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.647,5.244,0.33,10.647,9.912,16.891,6.979,0.4132,15.891,5.244,0.33
798,"December 18th 2018, 21:35:13.115",1,SZg-w2cBuqt-6aA3i3ov,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.704,5.187,0.3264,10.704,9.915,16.891,6.976,0.413,15.891,5.187,0.3264
634,"December 18th 2018, 21:40:13.114",1,ezNDw2cBrehMbwjYHqsO,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.747,5.144,0.3237,10.747,9.897,16.891,6.994,0.4141,15.891,5.144,0.3237
472,"December 18th 2018, 21:45:13.122",1,mpNHw2cBAOA7YPJGsQPY,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.655,5.237,0.3295,10.655,9.837,16.891,7.054,0.4176,15.891,5.237,0.3295
313,"December 18th 2018, 21:50:13.100",1,E19Mw2cBN4R-DFd1R095,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,10.553,5.338,0.3359,10.553,9.854,16.891,7.037,0.4166,15.891,5.338,0.3359
154,"December 18th 2018, 21:55:13.113",1,7zZQw2cBxOZ1qs_p2sHX,metricbeat-000210,NA,doc,108,6.2.4,13,system,memory,,11.038,4.853,0.3054,11.038,10.456,16.891,6.435,0.381,15.891,4.853,0.3054
17039,"December 18th 2018, 13:04:58.276",1,8-wmcBxOZ1qs_pwzAb,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.66,3.231,0.2033,12.66,13.67,16.891,3.221,0.1907,15.891,3.231,0.2033
16884,"December 18th 2018, 13:09:58.279",1,FlYCwmcBuqt-6aA3P6fY,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,168,12.689,3.202,0.2015,12.689,13.687,16.891,3.204,0.1897,15.891,3.202,0.2015
16730,"December 18th 2018, 13:14:58.274",1,e40MwmcBX8H-MD0_5tu4,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,162,12.694,3.197,0.2012,12.694,13.706,16.891,3.185,0.1885,15.891,3.197,0.2012
16575,"December 18th 2018, 13:19:58.275",1,6ZMOwmcB6ZGVNHRkju5e,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,216,12.731,3.16,0.1989,12.731,13.742,16.891,3.149,0.1864,15.891,3.16,0.1989
16419,"December 18th 2018, 13:24:58.275",1,_1EPwmcBAOA7YPJG3NCR,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.672,3.219,0.2026,12.672,13.686,16.891,3.205,0.1897,15.891,3.219,0.2026
16264,"December 18th 2018, 13:29:58.276",1,#NAME?,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.709,3.182,0.2002,12.709,13.726,16.891,3.165,0.1874,15.891,3.182,0.2002
16109,"December 18th 2018, 13:34:58.277",1,mXI0wmcBuqt-6aA331R6,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,142,12.708,3.183,0.2003,12.708,13.733,16.891,3.158,0.187,15.891,3.183,0.2003
15953,"December 18th 2018, 13:39:58.276",1,Xqk1wmcBX8H-MD0_x2Sg,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.7,3.191,0.2008,12.7,13.712,16.891,3.179,0.1882,15.891,3.191,0.2008
15797,"December 18th 2018, 13:44:58.287",1,VPUTwmcBxOZ1qs_pbwbi,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.63,3.261,0.2052,12.63,13.671,16.891,3.22,0.1906,15.891,3.261,0.2052
15627,"December 18th 2018, 13:49:58.287",1,IjA4wmcBdDbnrhqkc7Zm,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.498,3.393,0.2135,12.498,13.531,16.891,3.36,0.199,15.891,3.393,0.2135
15470,"December 18th 2018, 13:54:58.276",1,ph8mwmcBdDbnrhqkp5uW,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.394,3.497,0.22,12.394,13.432,16.891,3.459,0.2048,15.891,3.497,0.22
15313,"December 18th 2018, 13:59:58.282",1,KyIowmcBdDbnrhqkJwIm,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.415,3.476,0.2187,12.415,13.478,16.891,3.413,0.202,15.891,3.476,0.2187
15155,"December 18th 2018, 14:04:58.275",1,FxA7wmcBxOZ1qs_pEnRq,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,213,12.5,3.391,0.2134,12.5,13.536,16.891,3.355,0.1986,15.891,3.391,0.2134
14997,"December 18th 2018, 14:09:58.276",1,i2wqwmcBuqt-6aA3HbOv,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,146,12.522,3.369,0.212,12.522,13.533,16.891,3.358,0.1988,15.891,3.369,0.212
14839,"December 18th 2018, 14:14:58.283",1,OSwzwmcBN4R-DFd1DlRB,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,143,12.522,3.369,0.212,12.522,13.543,16.891,3.348,0.1982,15.891,3.369,0.212
14681,"December 18th 2018, 14:19:58.281",1,QRY9wmcBxOZ1qs_pv6BA,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,120,12.503,3.388,0.2132,12.503,13.523,16.891,3.368,0.1994,15.891,3.388,0.2132
14523,"December 18th 2018, 14:24:58.290",1,zT5AwmcBdDbnrhqkW8u3,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.52,3.371,0.2121,12.52,13.532,16.891,3.359,0.1989,15.891,3.371,0.2121
14364,"December 18th 2018, 14:29:58.285",1,Gys1wmcBdDbnrhqkSMSE,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,182,12.554,3.337,0.21,12.554,13.564,16.891,3.327,0.197,15.891,3.337,0.21
14206,"December 18th 2018, 14:34:58.288",1,kQk1wmcBn_oGi6rs_6AY,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.549,3.342,0.2103,12.549,13.576,16.891,3.315,0.1963,15.891,3.342,0.2103
14047,"December 18th 2018, 14:39:58.283",1,3K02wmcB6ZGVNHRkiecK,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.578,3.313,0.2085,12.578,13.584,16.891,3.307,0.1958,15.891,3.313,0.2085
13889,"December 18th 2018, 14:44:58.282",1,SiZFwmcBrehMbwjYLisx,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.545,3.346,0.2106,12.545,13.553,16.891,3.338,0.1976,15.891,3.346,0.2106
13731,"December 18th 2018, 14:49:58.281",1,Tws4wmcBxOZ1qs_pvRp6,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.546,3.345,0.2105,12.546,13.564,16.891,3.327,0.197,15.891,3.345,0.2105
13573,"December 18th 2018, 14:54:58.284",1,XSlKwmcBrehMbwjYCseM,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.543,3.348,0.2107,12.543,13.544,16.891,3.347,0.1982,15.891,3.348,0.2107
13415,"December 18th 2018, 14:59:58.281",1,wLM5wmcB6ZGVNHRk2v8W,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.571,3.32,0.2089,12.571,13.583,16.891,3.308,0.1959,15.891,3.32,0.2089
13257,"December 18th 2018, 15:04:58.287",1,qA46wmcBxOZ1qs_pE0eA,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,164,12.52,3.371,0.2121,12.52,13.549,16.891,3.342,0.1978,15.891,3.371,0.2121
13099,"December 18th 2018, 15:09:58.285",1,kq87wmcBbOSZnM2xE4BK,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,114,12.558,3.333,0.2098,12.558,13.564,16.891,3.327,0.197,15.891,3.333,0.2098
12941,"December 18th 2018, 15:14:58.280",1,OBY7wmcBrehMbwjYOXYD,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.564,3.327,0.2094,12.564,13.589,16.891,3.302,0.1955,15.891,3.327,0.2094
12782,"December 18th 2018, 15:19:58.286",1,F7E7wmcBbOSZnM2xnk76,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.581,3.31,0.2083,12.581,13.611,16.891,3.28,0.1942,15.891,3.31,0.2083
12623,"December 18th 2018, 15:24:58.294",1,qHY8wmcBAOA7YPJGJuKO,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.518,3.373,0.2122,12.518,13.515,16.891,3.376,0.1999,15.891,3.373,0.2122
12464,"December 18th 2018, 15:29:58.284",1,brg9wmcBX8H-MD0_e_MZ,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,69,12.55,3.341,0.2102,12.55,13.58,16.891,3.311,0.196,15.891,3.341,0.2102
12305,"December 18th 2018, 15:34:58.293",1,v4Q9wmcBuqt-6aA3qRtW,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,151,12.56,3.331,0.2096,12.56,13.601,16.891,3.29,0.1948,15.891,3.331,0.2096
12146,"December 18th 2018, 15:39:58.289",1,yxpAwmcBn_oGi6rsJ_0G,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,121,12.581,3.31,0.2083,12.581,13.6,16.891,3.291,0.1948,15.891,3.31,0.2083
11987,"December 18th 2018, 15:44:58.283",1,yr1BwmcBX8H-MD0_OmZU,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.449,3.442,0.2166,12.449,13.546,16.891,3.345,0.1981,15.891,3.442,0.2166
11827,"December 18th 2018, 15:49:58.292",1,F8FBwmcB6ZGVNHRkkGeY,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.483,3.408,0.2144,12.483,13.553,16.891,3.338,0.1976,15.891,3.408,0.2144
11667,"December 18th 2018, 15:54:58.297",1,zopCwmcBuqt-6aA3G2Ht,metricbeat-000209,NA,doc,109,6.2.4,13,system,memory,,12.465,3.426,0.2156,12.465,13.506,16.891,3.385,0.2004,15.891,3.426,0.2156
