,X_timestamp,X_version,X_id,X_index,X_score,X_type,beat_hostname,beat_version,enrichment_branch_name,metricset_module,metricset_name,metricset_rtt,system_memory_actual_free,system_memory_actual_used_bytes,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_total,system_memory_swap_used_bytes,system_memory_swap_used_pct,system_memory_total,system_memory_used_bytes,system_memory_used_pct
17058,"December 18th 2018, 13:04:07.419",1,FYUBwmcBbOSZnM2xNtTK,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,13.326,2.565,0.1614,13.326,14.312,16.891,2.579,0.1527,15.891,2.565,0.1614
16902,"December 18th 2018, 13:09:07.417",1,8e4CwmcBrehMbwjYETHL,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,13.331,2.56,0.1611,13.331,14.3,16.891,2.591,0.1534,15.891,2.56,0.1611
16747,"December 18th 2018, 13:14:07.412",1,yp4owmcBX8H-MD0_LrGZ,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,13.337,2.554,0.1607,13.337,14.321,16.891,2.57,0.1521,15.891,2.554,0.1607
16593,"December 18th 2018, 13:19:07.410",1,eRgOwmcBN4R-DFd1FzvX,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,13.348,2.543,0.16,13.348,14.348,16.891,2.543,0.1505,15.891,2.543,0.16
16437,"December 18th 2018, 13:24:07.407",1,0FEOwmcBAOA7YPJG6nOM,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,116,13.345,2.546,0.1602,13.345,14.327,16.891,2.564,0.1518,15.891,2.546,0.1602
16282,"December 18th 2018, 13:29:07.400",1,kRwRwmcBN4R-DFd1JTnC,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,13.329,2.562,0.1612,13.329,14.322,16.891,2.569,0.1521,15.891,2.562,0.1612
16127,"December 18th 2018, 13:34:07.410",1,2Ac0wmcBn_oGi6rssx2v,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,13.325,2.566,0.1615,13.325,14.312,16.891,2.579,0.1527,15.891,2.566,0.1615
15971,"December 18th 2018, 13:39:07.407",1,d_gSwmcBrehMbwjYWJKi,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,119,12.71,3.181,0.2002,12.71,13.584,16.891,3.307,0.1958,15.891,3.181,0.2002
15815,"December 18th 2018, 13:44:07.399",1,gpgTwmcBX8H-MD0_tC73,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.676,3.215,0.2023,12.676,13.574,16.891,3.317,0.1964,15.891,3.215,0.2023
15645,"December 18th 2018, 13:49:07.404",1,upUkwmcBbOSZnM2xA-iy,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,137,12.65,3.241,0.204,12.65,13.559,16.891,3.332,0.1972,15.891,3.241,0.204
15488,"December 18th 2018, 13:54:07.395",1,ziUmwmcBN4R-DFd115IX,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,170,12.602,3.289,0.207,12.602,13.492,16.891,3.399,0.2013,15.891,3.289,0.207
15331,"December 18th 2018, 13:59:07.404",1,BScowmcBN4R-DFd1Dy7h,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,58,12.564,3.327,0.2094,12.564,13.5,16.891,3.391,0.2008,15.891,3.327,0.2094
15174,"December 18th 2018, 14:04:07.400",1,sf0owmcBxOZ1qs_pyRoX,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.517,3.374,0.2123,12.517,13.438,16.891,3.453,0.2044,15.891,3.374,0.2123
15015,"December 18th 2018, 14:09:07.390",1,OmwpwmcBuqt-6aA312q-,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.582,3.309,0.2082,12.582,13.498,16.891,3.393,0.2009,15.891,3.309,0.2082
14857,"December 18th 2018, 14:14:07.390",1,abc8wmcBX8H-MD0_cyyk,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,145,12.579,3.312,0.2084,12.579,13.487,16.891,3.404,0.2015,15.891,3.312,0.2084
14699,"December 18th 2018, 14:19:07.387",1,ly0zwmcBN4R-DFd1d6z5,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.627,3.264,0.2054,12.627,13.558,16.891,3.333,0.1973,15.891,3.264,0.2054
14541,"December 18th 2018, 14:24:07.386",1,1gY0wmcBn_oGi6rsFjF4,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.615,3.276,0.2061,12.615,13.544,16.891,3.347,0.1982,15.891,3.276,0.2061
14382,"December 18th 2018, 14:29:07.387",1,lwo0wmcBrehMbwjY8L,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.29,3.601,0.2266,12.29,12.967,16.891,3.924,0.2323,15.891,3.601,0.2266
14224,"December 18th 2018, 14:34:07.390",1,nXM1wmcBuqt-6aA3a8BQ,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.039,3.852,0.2424,12.039,12.618,16.891,4.273,0.253,15.891,3.852,0.2424
14065,"December 18th 2018, 14:39:07.382",1,J6o2wmcBX8H-MD0_w_Ye,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.926,3.965,0.2495,11.926,12.337,16.891,4.554,0.2696,15.891,3.965,0.2495
13907,"December 18th 2018, 14:44:07.382",1,8K83wmcB6ZGVNHRksql3,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.892,3.999,0.2517,11.892,12.163,16.891,4.728,0.2799,15.891,3.999,0.2517
13749,"December 18th 2018, 14:49:07.383",1,G01HwmcBN4R-DFd1Cddv,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.886,4.005,0.252,11.886,12.131,16.891,4.76,0.2818,15.891,4.005,0.252
13591,"December 18th 2018, 14:54:07.396",1,fA44wmcBn_oGi6rs5k4I,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.935,3.956,0.249,11.935,12.172,16.891,4.719,0.2794,15.891,3.956,0.249
13433,"December 18th 2018, 14:59:07.397",1,S3s5wmcBuqt-6aA3ulkJ,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.884,4.007,0.2522,11.884,12.103,16.891,4.788,0.2835,15.891,4.007,0.2522
13275,"December 18th 2018, 15:04:07.401",1,dHw6wmcBuqt-6aA3VLlK,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.867,4.024,0.2532,11.867,12.09,16.891,4.801,0.2843,15.891,4.024,0.2532
13117,"December 18th 2018, 15:09:07.394",1,mrY7wmcB6ZGVNHRkBIVn,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.862,4.029,0.2536,11.862,12.073,16.891,4.818,0.2853,15.891,4.029,0.2536
12959,"December 18th 2018, 15:14:07.385",1,Rn87wmcBuqt-6aA3d25R,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.868,4.023,0.2532,11.868,12.104,16.891,4.787,0.2834,15.891,4.023,0.2532
12800,"December 18th 2018, 15:19:07.371",1,B3Y7wmcBAOA7YPJG-E2g,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.801,4.09,0.2574,11.801,12.041,16.891,4.85,0.2871,15.891,4.09,0.2574
12641,"December 18th 2018, 15:24:07.372",1,LNFWwmcBX8H-MD0_olqc,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,12.003,3.888,0.2447,12.003,12.504,16.891,4.387,0.2597,15.891,3.888,0.2447
12482,"December 18th 2018, 15:29:07.372",1,Z89YwmcBbOSZnM2x5A4Y,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.986,3.905,0.2458,11.986,12.474,16.891,4.417,0.2615,15.891,3.905,0.2458
12323,"December 18th 2018, 15:34:07.365",1,ChY9wmcBxOZ1qs_pgDFq,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.849,4.042,0.2543,11.849,12.308,16.891,4.583,0.2713,15.891,4.042,0.2543
12164,"December 18th 2018, 15:39:07.359",1,rBlAwmcBxOZ1qs_puzyt,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.947,3.944,0.2482,11.947,12.443,16.891,4.448,0.2634,15.891,3.944,0.2482
12005,"December 18th 2018, 15:44:07.352",1,kBxAwmcBn_oGi6rs2Dlq,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.851,4.04,0.2542,11.851,12.34,16.891,4.551,0.2694,15.891,4.04,0.2542
11845,"December 18th 2018, 15:49:07.361",1,WKRfwmcBuqt-6aA3O9Qw,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.951,3.94,0.248,11.951,12.441,16.891,4.45,0.2635,15.891,3.94,0.248
11685,"December 18th 2018, 15:54:07.344",1,4ztgwmcBn_oGi6rs59Ah,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.973,3.918,0.2466,11.973,12.465,16.891,4.426,0.262,15.891,3.918,0.2466
11525,"December 18th 2018, 15:59:07.343",1,u-BhwmcB6ZGVNHRk0mvu,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.881,4.01,0.2523,11.881,12.387,16.891,4.504,0.2667,15.891,4.01,0.2523
11365,"December 18th 2018, 16:04:07.348",1,y0ZEwmcBdDbnrhqkiS1I,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.951,3.94,0.2479,11.951,12.472,16.891,4.419,0.2616,15.891,3.94,0.2479
11205,"December 18th 2018, 16:09:07.345",1,NsRGwmcBX8H-MD0_TiIw,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.958,3.933,0.2475,11.958,12.478,16.891,4.413,0.2613,15.891,3.933,0.2475
11045,"December 18th 2018, 16:14:07.335",1,uMlIwmcB6ZGVNHRkFzPD,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.949,3.943,0.2481,11.949,12.464,16.891,4.427,0.2621,15.891,3.943,0.2481
10885,"December 18th 2018, 16:19:07.336",1,8stLwmcB6ZGVNHRkfEKh,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.973,3.918,0.2465,11.973,12.492,16.891,4.399,0.2604,15.891,3.918,0.2465
10725,"December 18th 2018, 16:24:07.330",1,W0NnwmcBn_oGi6rswbfo,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.95,3.941,0.248,11.95,12.477,16.891,4.414,0.2613,15.891,3.941,0.248
10565,"December 18th 2018, 16:29:07.319",1,RShPwmcBxOZ1qs_pPIfU,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.957,3.934,0.2475,11.957,12.473,16.891,4.418,0.2615,15.891,3.934,0.2475
10405,"December 18th 2018, 16:34:07.329",1,kJdSwmcBuqt-6aA3JnHC,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,150,11.959,3.932,0.2474,11.959,12.48,16.891,4.411,0.2612,15.891,3.932,0.2474
10245,"December 18th 2018, 16:39:07.314",1,Ko5TwmcBAOA7YPJGN7ev,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.924,3.967,0.2496,11.924,12.444,16.891,4.447,0.2633,15.891,3.967,0.2496
10085,"December 18th 2018, 16:44:07.312",1,PlhUwmcBN4R-DFd1GKMG,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.948,3.943,0.2481,11.948,12.473,16.891,4.418,0.2616,15.891,3.943,0.2481
9925,"December 18th 2018, 16:49:07.317",1,5s1XwmcBbOSZnM2xcsTC,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.949,3.942,0.2481,11.949,12.47,16.891,4.421,0.2617,15.891,3.942,0.2481
9765,"December 18th 2018, 16:54:07.299",1,RtNZwmcBX8H-MD0_QI16,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.888,4.003,0.2519,11.888,12.384,16.891,4.507,0.2668,15.891,4.003,0.2519
9604,"December 18th 2018, 16:59:07.302",1,bjFZwmcBxOZ1qs_p6qih,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.841,4.05,0.2549,11.841,12.342,16.891,4.55,0.2693,15.891,4.05,0.2549
9444,"December 18th 2018, 17:04:07.306",1,KJdcwmcBAOA7YPJGqAPP,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.916,3.975,0.2502,11.916,12.421,16.891,4.47,0.2646,15.891,3.975,0.2502
9284,"December 18th 2018, 17:09:07.288",1,Oq5vwmcBAOA7YPJG_rRI,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,107,11.895,3.996,0.2515,11.895,12.41,16.891,4.481,0.2653,15.891,3.996,0.2515
9129,"December 18th 2018, 17:14:07.291",1,jNlewmcBX8H-MD0_-n0_,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.943,3.948,0.2484,11.943,12.469,16.891,4.422,0.2618,15.891,3.948,0.2484
8974,"December 18th 2018, 17:19:07.291",1,T-xxwmcBbOSZnM2xXk-l,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.941,3.95,0.2486,11.941,12.459,16.891,4.432,0.2624,15.891,3.95,0.2486
8819,"December 18th 2018, 17:24:07.301",1,e9dhwmcBbOSZnM2xBKdB,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.921,3.97,0.2498,11.921,12.442,16.891,4.449,0.2634,15.891,3.97,0.2498
8664,"December 18th 2018, 17:29:07.317",1,6WVhwmcBN4R-DFd1t-TL,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.85,4.041,0.2543,11.85,12.363,16.891,4.528,0.2681,15.891,4.041,0.2543
8509,"December 18th 2018, 17:34:07.322",1,xUBiwmcBrehMbwjYRWLY,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.908,3.983,0.2506,11.908,12.431,16.891,4.46,0.264,15.891,3.983,0.2506
8354,"December 18th 2018, 17:39:07.330",1,i65mwmcBuqt-6aA3lAfz,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.932,3.959,0.2491,11.932,12.451,16.891,4.44,0.2629,15.891,3.959,0.2491
8199,"December 18th 2018, 17:44:07.343",1,2-NqwmcBbOSZnM2x9eu2,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.937,3.954,0.2488,11.937,12.464,16.891,4.427,0.2621,15.891,3.954,0.2488
8044,"December 18th 2018, 17:49:07.353",1,GfBvwmcB6ZGVNHRkj-_b,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.926,3.965,0.2495,11.926,12.455,16.891,4.436,0.2626,15.891,3.965,0.2495
7887,"December 18th 2018, 17:54:07.365",1,iPF0wmcBbOSZnM2xHSHi,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.939,3.952,0.2487,11.939,12.462,16.891,4.429,0.2622,15.891,3.952,0.2487
7730,"December 18th 2018, 17:59:07.367",1,EP14wmcB6ZGVNHRks1FP,metricbeat-000209,NA,doc,1,6.2.4,1,system,memory,,11.928,3.963,0.2494,11.928,12.458,16.891,4.433,0.2625,15.891,3.963,0.2494
7573,"December 18th 2018, 18:04:07.388",1,VF19wmcBxOZ1qs_pRQJ3,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,149,11.957,3.934,0.2476,11.957,12.472,16.891,4.419,0.2616,15.891,3.934,0.2476
7414,"December 18th 2018, 18:09:07.381",1,U9CBwmcBuqt-6aA33RUO,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,115,11.88,4.011,0.2524,11.88,12.391,16.891,4.5,0.2664,15.891,4.011,0.2524
7254,"December 18th 2018, 18:14:07.393",1,kmaGwmcBxOZ1qs_pd60D,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.933,3.958,0.2491,11.933,12.444,16.891,4.447,0.2633,15.891,3.958,0.2491
7094,"December 18th 2018, 18:19:07.404",1,95aLwmcBN4R-DFd1BUmk,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.96,3.931,0.2474,11.96,12.474,16.891,4.417,0.2615,15.891,3.931,0.2474
6933,"December 18th 2018, 18:24:07.406",1,BZaPwmcBdDbnrhqkoAAh,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.941,3.95,0.2486,11.941,12.398,16.891,4.493,0.266,15.891,3.95,0.2486
6773,"December 18th 2018, 18:29:07.416",1,qxuUwmcB6ZGVNHRkKX9j,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.699,4.192,0.2638,11.699,12.156,16.891,4.735,0.2803,15.891,4.192,0.2638
6614,"December 18th 2018, 18:34:07.417",1,i92YwmcBAOA7YPJGvZpR,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.502,4.389,0.2762,11.502,11.864,16.891,5.027,0.2976,15.891,4.389,0.2762
6454,"December 18th 2018, 18:39:07.420",1,TK2dwmcBN4R-DFd1UGcB,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,174,11.356,4.535,0.2854,11.356,11.715,16.891,5.176,0.3065,15.891,4.535,0.2854
6294,"December 18th 2018, 18:44:07.425",1,2PehwmcBuqt-6aA35xJR,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.232,4.66,0.2932,11.232,11.57,16.891,5.321,0.315,15.891,4.66,0.2932
6134,"December 18th 2018, 18:49:07.429",1,izKmwmcBX8H-MD0_dy2N,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.583,4.308,0.2711,11.583,11.954,16.891,4.937,0.2923,15.891,4.308,0.2711
5974,"December 18th 2018, 18:54:07.432",1,ccKrwmcBN4R-DFd1DnC7,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.615,4.276,0.2691,11.615,11.923,16.891,4.968,0.2941,15.891,4.276,0.2691
5814,"December 18th 2018, 18:59:07.439",1,lQmvwmcBuqt-6aA3nv79,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.578,4.313,0.2714,11.578,11.884,16.891,5.007,0.2964,15.891,4.313,0.2714
5654,"December 18th 2018, 19:04:07.440",1,JQ20wmcBuqt-6aA3bNWJ,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.668,4.223,0.2657,11.668,11.985,16.891,4.906,0.2904,15.891,4.223,0.2657
5494,"December 18th 2018, 19:09:07.440",1,mUi4wmcBX8H-MD0_yG8m,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,198,11.674,4.218,0.2654,11.674,11.951,16.891,4.94,0.2925,15.891,4.218,0.2654
5334,"December 18th 2018, 19:14:07.447",1,vRm9wmcBuqt-6aA3XJCL,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,103,11.656,4.235,0.2665,11.656,12.002,16.891,4.889,0.2894,15.891,4.235,0.2665
5173,"December 18th 2018, 19:19:07.440",1,U1PBwmcBX8H-MD0_8EfC,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.637,4.254,0.2677,11.637,12.001,16.891,4.89,0.2895,15.891,4.254,0.2677
5013,"December 18th 2018, 19:24:07.451",1,09vHwmcBdDbnrhqkO9AI,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.56,4.331,0.2725,11.56,11.913,16.891,4.978,0.2947,15.891,4.331,0.2725
4852,"December 18th 2018, 19:29:07.456",1,_FnLwmcBbOSZnM2xJh4G,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.419,4.472,0.2814,11.419,11.635,16.891,5.256,0.3112,15.891,4.472,0.2814
4691,"December 18th 2018, 19:34:07.448",1,YcDPwmcBxOZ1qs_ptOuG,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.444,4.447,0.2798,11.444,11.63,16.891,5.261,0.3115,15.891,4.447,0.2798
4530,"December 18th 2018, 19:39:07.445",1,-23UwmcB6ZGVNHRkP3nP,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.54,4.351,0.2738,11.54,11.838,16.891,5.053,0.2991,15.891,4.351,0.2738
4369,"December 18th 2018, 19:44:07.443",1,tnXYwmcB6ZGVNHRk2UkG,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.751,4.14,0.2605,11.751,12.321,16.891,4.57,0.2706,15.891,4.14,0.2605
4208,"December 18th 2018, 19:49:07.440",1,WkLdwmcBuqt-6aA3ZgJ-,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.562,4.329,0.2724,11.562,11.888,16.891,5.003,0.2962,15.891,4.329,0.2724
4047,"December 18th 2018, 19:54:07.440",1,yzzhwmcBAOA7YPJG_HW_,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,359,11.622,4.269,0.2686,11.622,11.951,16.891,4.94,0.2925,15.891,4.269,0.2686
3886,"December 18th 2018, 19:59:07.443",1,033mwmcBbOSZnM2xkWQG,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,189,11.573,4.318,0.2717,11.573,11.934,16.891,4.957,0.2935,15.891,4.318,0.2717
3725,"December 18th 2018, 20:04:07.445",1,k-TrwmcBxOZ1qs_pIzz7,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.569,4.322,0.272,11.569,12.014,16.891,4.877,0.2887,15.891,4.322,0.272
3564,"December 18th 2018, 20:09:07.441",1,oo_vwmcB6ZGVNHRktgC0,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,215,11.532,4.359,0.2743,11.532,11.889,16.891,5.002,0.2961,15.891,4.359,0.2743
3403,"December 18th 2018, 20:14:07.437",1,E-70wmcBxOZ1qs_pTE2X,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.546,4.345,0.2734,11.546,11.905,16.891,4.986,0.2952,15.891,4.345,0.2734
3242,"December 18th 2018, 20:19:07.436",1,XVX4wmcBAOA7YPJG3TXV,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.57,4.321,0.2719,11.57,12.037,16.891,4.854,0.2874,15.891,4.321,0.2719
3081,"December 18th 2018, 20:24:07.427",1,Nlr9wmcBAOA7YPJGdIvb,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.316,4.575,0.2879,11.316,11.633,16.891,5.258,0.3113,15.891,4.575,0.2879
2920,"December 18th 2018, 20:29:07.427",1,aKMCw2cB6ZGVNHRkBxZ4,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,120,11.545,4.346,0.2735,11.545,11.946,16.891,4.945,0.2928,15.891,4.346,0.2735
2759,"December 18th 2018, 20:34:07.434",1,yacGw2cB6ZGVNHRkmDjJ,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.546,4.345,0.2734,11.546,11.973,16.891,4.918,0.2911,15.891,4.345,0.2734
2598,"December 18th 2018, 20:39:07.423",1,CKILw2cBbOSZnM2xMHUz,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.615,4.276,0.2691,11.615,12.046,16.891,4.845,0.2868,15.891,4.276,0.2691
2437,"December 18th 2018, 20:44:07.434",1,xqkPw2cBX8H-MD0_xkTc,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,144,11.594,4.297,0.2704,11.594,12.017,16.891,4.874,0.2886,15.891,4.297,0.2704
2276,"December 18th 2018, 20:49:07.428",1,MHgUw2cBuqt-6aA3Vri9,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,129,11.602,4.289,0.2699,11.602,12.036,16.891,4.855,0.2874,15.891,4.289,0.2699
2115,"December 18th 2018, 20:54:07.428",1,FXsYw2cBuqt-6aA367hp,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.599,4.292,0.2701,11.599,12.016,16.891,4.875,0.2886,15.891,4.292,0.2701
1954,"December 18th 2018, 20:59:07.429",1,hREdw2cBxOZ1qs_pfhFK,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.59,4.301,0.2707,11.59,12.018,16.891,4.873,0.2885,15.891,4.301,0.2707
1793,"December 18th 2018, 21:04:07.421",1,2xYiw2cBn_oGi6rsEXhQ,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.496,4.395,0.2765,11.496,11.921,16.891,4.97,0.2942,15.891,4.395,0.2765
1632,"December 18th 2018, 21:09:07.423",1,lhkmw2cBxOZ1qs_ppRwt,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,82,11.544,4.347,0.2736,11.544,11.896,16.891,4.995,0.2957,15.891,4.347,0.2736
1471,"December 18th 2018, 21:14:07.425",1,RIorw2cBuqt-6aA3Op9z,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.756,4.135,0.2602,11.756,12.352,16.891,4.539,0.2687,15.891,4.135,0.2602
1309,"December 18th 2018, 21:19:07.416",1,piAvw2cBxOZ1qs_pzQw-,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.203,4.688,0.295,11.203,11.626,16.891,5.265,0.3117,15.891,4.688,0.295
1148,"December 18th 2018, 21:24:07.417",1,fyU0w2cBn_oGi6rsYf3j,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.461,4.43,0.2788,11.461,11.757,16.891,5.134,0.3039,15.891,4.43,0.2788
987,"December 18th 2018, 21:29:07.428",1,h0w4w2cBdDbnrhqk9Mgq,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.091,4.8,0.3021,11.091,11.333,16.891,5.558,0.3291,15.891,4.8,0.3021
825,"December 18th 2018, 21:34:07.415",1,DC89w2cBrehMbwjYx9G0,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.291,4.6,0.2895,11.291,11.526,16.891,5.366,0.3177,15.891,4.6,0.2895
663,"December 18th 2018, 21:39:07.420",1,A1JCw2cBdDbnrhqkI-NE,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,157,11.361,4.53,0.2851,11.361,11.55,16.891,5.341,0.3162,15.891,4.53,0.2851
499,"December 18th 2018, 21:44:07.427",1,BTJGw2cBn_oGi6rssGAm,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,81,11.321,4.57,0.2876,11.321,11.521,16.891,5.37,0.3179,15.891,4.57,0.2876
337,"December 18th 2018, 21:49:07.414",1,7dFLw2cBbOSZnM2xRW39,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.787,4.104,0.2582,11.787,12.124,16.891,4.767,0.2822,15.891,4.104,0.2582
179,"December 18th 2018, 21:54:07.419",1,SJhPw2cBAOA7YPJG12rs,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.859,4.032,0.2537,11.859,12.201,16.891,4.69,0.2777,15.891,4.032,0.2537
21,"December 18th 2018, 21:59:07.424",1,PptUw2cBAOA7YPJGa6mk,metricbeat-000210,NA,doc,1,6.2.4,1,system,memory,,11.726,4.165,0.2621,11.726,11.966,16.891,4.925,0.2916,15.891,4.165,0.2621
17080,"December 18th 2018, 13:03:33.445",1,UY0BwmcB6ZGVNHRkIWIP,metricbeat-000209,NA,doc,2,6.2.4,1,system,memory,,12.098,3.793,0.2387,12.098,12.937,16.891,3.954,0.2341,15.891,3.793,0.2387
16924,"December 18th 2018, 13:08:33.445",1,aEwCwmcBAOA7YPJGgq1r,metricbeat-000209,NA,doc,2,6.2.4,1,system,memory,,12.041,3.85,0.2423,12.041,12.882,16.891,4.009,0.2374,15.891,3.85,0.2423
16769,"December 18th 2018, 13:13:33.441",1,uVgMwmcBuqt-6aA3ATT6,metricbeat-000209,NA,doc,2,6.2.4,1,system,memory,,12.098,3.793,0.2387,12.098,12.941,16.891,3.95,0.2338,15.891,3.793,0.2387
16615,"December 18th 2018, 13:18:33.445",1,HJMOwmcB6ZGVNHRkbYRb,metricbeat-000209,NA,doc,2,6.2.4,1,system,memory,162,12.109,3.782,0.238,12.109,12.953,16.891,3.938,0.2331,15.891,3.782,0.238
16460,"December 18th 2018, 13:23:33.447",1,FVsOwmcBuqt-6aA3tXjx,metricbeat-000209,NA,doc,2,6.2.4,1,system,memory,,12.088,3.803,0.2393,12.088,12.95,16.891,3.941,0.2333,15.891,3.803,0.2393
