,X.timestamp,X.version,X_id,X_index,X_score,X_type,beat.hostname,beat.version,enrichment.branch.name,metricset.module,metricset.name,metricset.rtt,system.network.in.bytes,system.network.in.dropped,system.network.in.errors,system.network.in.packets,system.network.name,system.network.out.bytes,system.network.out.dropped,system.network.out.errors,system.network.out.packets
3,"December 18th 2018, 21:59:58.069",1,RqdVw2cBuqt-6aA3NN6M,metricbeat-000210,NA,doc,109,6.2.4,13,system,network,792,182.642MB,0,0,"454,458",Ethernet,149.203MB,0,0,"479,287"
5,"December 18th 2018, 21:59:51.605",1,GTxVw2cBn_oGi6rsGQ5X,metricbeat-000210,NA,doc,72,6.2.4,8,system,network,"3,966",283.16MB,0,0,"671,707",Ethernet,189.54MB,0,0,"711,624"
9,"December 18th 2018, 21:59:50.638",1,KGVVw2cBN4R-DFd1IUyP,metricbeat-000210,NA,doc,103,6.2.4,12,system,network,"3,893",330.35MB,0,0,"752,740",Ethernet,203.684MB,0,0,"805,992"
11,"December 18th 2018, 21:59:50.296",1,hTlVw2cBxOZ1qs_pErj0,metricbeat-000210,NA,doc,101,6.2.4,12,system,network,"3,041",8.479MB,0,0,"16,748",Ethernet,4.566MB,0,0,"16,722"
14,"December 18th 2018, 21:59:47.599",1,3mVVw2cBN4R-DFd1CDyB,metricbeat-000210,NA,doc,43,6.2.4,5,system,network,"1,002",35.221MB,0,0,"73,991",Ethernet,24.429MB,0,0,"77,371"
16,"December 18th 2018, 21:59:43.656",1,xeBUw2cB6ZGVNHRk_zn6,metricbeat-000210,NA,doc,160,6.2.4,20,system,network,"4,031",10.072MB,0,0,"20,154",Ethernet,4.547MB,0,0,"19,683"
21,"December 18th 2018, 21:59:38.780",1,2ttUw2cBX8H-MD0_5g-F,metricbeat-000210,NA,doc,102,6.2.4,12,system,network,"2,895",9.892MB,0,0,"18,523",Ethernet,4.146MB,0,0,"17,804"
23,"December 18th 2018, 21:59:38.384",1,8zxVw2cBn_oGi6rsRS0V,metricbeat-000210,NA,doc,99,6.2.4,12,system,network,"17,952",416B,0,0,6,Ethernet,3.891KB,0,0,0
27,"December 18th 2018, 21:59:34.886",1,419Uw2cBdDbnrhqk24ev,metricbeat-000210,NA,doc,152,6.2.4,19,system,network,"3,053",6.522MB,0,0,"11,736",Ethernet,2.684MB,0,0,"11,479"
29,"December 18th 2018, 21:59:33.941",1,hV9Uw2cBdDbnrhqk04Fp,metricbeat-000210,NA,doc,175,6.2.4,22,system,network,"1,000",248.367MB,0,0,"400,667",Ethernet,100.772MB,0,0,"383,166"
32,"December 18th 2018, 21:59:33.093",1,fTlUw2cBxOZ1qs_p0IqB,metricbeat-000210,NA,doc,6,6.2.4,1,system,network,"2,813",9.869MB,0,0,"19,664",Ethernet,4.388MB,0,0,"19,185"
36,"December 18th 2018, 21:59:30.801",1,tT9Uw2cBrehMbwjYyaIY,metricbeat-000210,NA,doc,133,6.2.4,16,system,network,"4,014",4.366MB,0,0,"10,001",Ethernet,2.587MB,0,0,"9,962"
37,"December 18th 2018, 21:59:27.751",1,_TlUw2cBxOZ1qs_pu3iN,metricbeat-000210,NA,doc,182,6.2.4,23,system,network,"3,039",420.833MB,0,0,"836,584",Ethernet,247.947MB,0,0,"865,424"
41,"December 18th 2018, 21:59:27.526",1,8DtUw2cBn_oGi6rsu8I9,metricbeat-000210,NA,doc,150,6.2.4,19,system,network,"3,154",10.161MB,0,0,"20,586",Ethernet,5.71MB,0,0,"20,984"
45,"December 18th 2018, 21:59:22.168",1,R2RUw2cBN4R-DFd1pO_a,metricbeat-000210,NA,doc,98,6.2.4,11,system,network,"3,052",322.434MB,0,0,"739,420",Ethernet,216.566MB,0,0,"791,427"
47,"December 18th 2018, 21:59:21.766",1,VddUw2cBbOSZnM2xqeEZ,metricbeat-000210,NA,doc,143,6.2.4,18,system,network,"4,035",9.77MB,0,0,"20,189",Ethernet,5.515MB,0,0,"19,928"
50,"December 18th 2018, 21:59:21.275",1,4GRUw2cBN4R-DFd1pO7a,metricbeat-000210,NA,doc,52,6.2.4,6,system,network,"3,196",110.652MB,0,0,"275,484",Ethernet,76.918MB,0,0,"295,402"
52,"December 18th 2018, 21:59:12.221",1,IadUw2cBuqt-6aA3flkM,metricbeat-000210,NA,doc,89,6.2.4,10,system,network,"4,015",67.268MB,0,0,"118,943",Ethernet,38.14MB,0,0,"123,592"
56,"December 18th 2018, 21:59:11.276",1,u6dUw2cBuqt-6aA3e1ac,metricbeat-000210,NA,doc,25,6.2.4,3,system,network,"3,039",129.063MB,0,0,"366,817",Ethernet,168.747MB,0,0,"461,654"
58,"December 18th 2018, 21:59:08.549",1,vWRUw2cBN4R-DFd1cs9U,metricbeat-000210,NA,doc,3,6.2.4,1,system,network,"4,122",359.12MB,0,0,"876,130",Ethernet,241.535MB,0,0,"933,340"
61,"December 18th 2018, 21:59:07.428",1,hJtUw2cBAOA7YPJGa6gb,metricbeat-000210,NA,doc,1,6.2.4,1,system,network,"2,899",191.144MB,0,0,"370,762",Ethernet,112.897MB,0,0,"385,082"
66,"December 18th 2018, 21:59:05.972",1,5d9Uw2cB6ZGVNHRkZb7C,metricbeat-000210,NA,doc,161,6.2.4,20,system,network,"4,181",41.249MB,0,0,"103,012",Ethernet,30.314MB,0,0,"107,606"
68,"December 18th 2018, 21:59:05.546",1,Yz9Uw2cBrehMbwjYZF45,metricbeat-000210,NA,doc,83,6.2.4,9,system,network,"3,040",252.869MB,0,0,"575,965",Ethernet,161.387MB,0,0,"622,819"
71,"December 18th 2018, 21:59:05.188",1,LadUw2cBuqt-6aA3Ykbg,metricbeat-000210,NA,doc,168,6.2.4,22,system,network,"2,004",397.884MB,0,0,"930,464",Ethernet,265.699MB,0,0,"1,006,819"
73,"December 18th 2018, 21:59:02.329",1,hqdUw2cBuqt-6aA3XkKv,metricbeat-000210,NA,doc,24,6.2.4,2,system,network,"2,947",246.354MB,0,0,"597,887",Ethernet,173.073MB,0,0,"655,751"
78,"December 18th 2018, 21:59:02.152",1,FjtUw2cBn_oGi6rsUn7W,metricbeat-000210,NA,doc,7,6.2.4,1,system,network,"3,013",72.742MB,0,0,"180,649",Ethernet,110.277MB,0,0,"207,394"
80,"December 18th 2018, 21:59:02.045",1,n2RUw2cBN4R-DFd1VriD,metricbeat-000210,NA,doc,184,6.2.4,21,system,network,"4,141",380.996MB,588,0,"647,109",Ethernet,177.536MB,0,0,"643,692"
83,"December 18th 2018, 21:58:59.806",1,jV9Uw2cBdDbnrhqkay43,metricbeat-000210,NA,doc,87,6.2.4,10,system,network,"5,984",7.422KB,0,0,25,Ethernet,18.984KB,0,0,0
85,"December 18th 2018, 21:58:56.096",1,vzlUw2cBxOZ1qs_pQCXi,metricbeat-000210,NA,doc,90,6.2.4,11,system,network,"3,977",214.206MB,0,0,"454,820",Ethernet,130.128MB,0,0,"457,655"
88,"December 18th 2018, 21:58:55.242",1,9tdUw2cBbOSZnM2xPJuw,metricbeat-000210,NA,doc,45,6.2.4,5,system,network,"3,899",35.249MB,0,0,"89,859",Ethernet,26.021MB,0,0,"92,530"
92,"December 18th 2018, 21:58:54.270",1,qNdUw2cBbOSZnM2xNZco,metricbeat-000210,NA,doc,117,6.2.4,14,system,network,"4,985",712.617MB,0,0,"1,318,644",Ethernet,384.086MB,0,0,"1,346,270"
94,"December 18th 2018, 21:58:50.308",1,D99Uw2cB6ZGVNHRkKphq,metricbeat-000210,NA,doc,75,6.2.4,8,system,network,"3,901",786.96MB,0,0,"1,001,493",Ethernet,199.541MB,0,0,"827,531"
99,"December 18th 2018, 21:58:49.302",1,nGRUw2cBN4R-DFd1K5gM,metricbeat-000210,NA,doc,8,6.2.4,1,system,network,"3,297",105.3MB,0,0,"235,262",Ethernet,63.14MB,0,0,"248,485"
101,"December 18th 2018, 21:58:48.979",1,b5tUw2cBAOA7YPJGJHeg,metricbeat-000210,NA,doc,54,6.2.4,6,system,network,"3,854",18.677MB,0,0,"54,238",Ethernet,15.839MB,0,0,"54,637"
105,"December 18th 2018, 21:58:46.185",1,LGRUw2cBN4R-DFd1Ho0C,metricbeat-000210,NA,doc,124,6.2.4,15,system,network,"1,858",11.629MB,0,0,"26,961",Ethernet,7.202MB,0,0,"26,961"
107,"December 18th 2018, 21:58:45.299",1,4ptUw2cBAOA7YPJGGGwi,metricbeat-000210,NA,doc,185,6.2.4,22,system,network,"3,047",418.609MB,0,0,"1,011,661",Ethernet,276.056MB,0,0,"1,072,565"
109,"December 18th 2018, 21:58:44.213",1,Rj9Uw2cBrehMbwjYECJY,metricbeat-000210,NA,doc,46,6.2.4,5,system,network,"2,873",23.557MB,0,0,"64,840",Ethernet,19.318MB,0,0,"66,116"
114,"December 18th 2018, 21:58:43.303",1,ZqdUw2cBuqt-6aA3Dwvh,metricbeat-000210,NA,doc,127,6.2.4,15,system,network,"2,008",1.171GB,0,0,"2,725,402",Ethernet,828.981MB,0,0,"3,017,829"
115,"December 18th 2018, 21:58:43.280",1,_jtUw2cBn_oGi6rsDEnj,metricbeat-000210,NA,doc,55,6.2.4,6,system,network,"3,987",136.078MB,0,0,"330,832",Ethernet,92.177MB,0,0,"348,359"
119,"December 18th 2018, 21:58:38.218",1,SJtTw2cBAOA7YPJG-VJA,metricbeat-000210,NA,doc,181,6.2.4,23,system,network,"4,948",276.658MB,0,0,"511,019",Ethernet,145.049MB,0,0,"522,497"
123,"December 18th 2018, 21:58:35.759",1,6ptTw2cBAOA7YPJG8kwN,metricbeat-000210,NA,doc,147,6.2.4,18,system,network,"3,044",15.017MB,0,0,"31,120",Ethernet,7.307MB,0,0,"31,650"
126,"December 18th 2018, 21:58:34.067",1,ntpTw2cBX8H-MD0_6VBv,metricbeat-000210,NA,doc,120,6.2.4,14,system,network,"2,043",775.103MB,0,0,"1,423,294",Ethernet,413.791MB,0,0,"1,441,020"
127,"December 18th 2018, 21:58:33.566",1,MjhTw2cBxOZ1qs_p6eP0,metricbeat-000210,NA,doc,2,6.2.4,1,system,network,"1,032",1.059GB,199,0,"1,822,434",Ethernet,458.366MB,0,0,"1,736,403"
131,"December 18th 2018, 21:58:33.501",1,DD9Tw2cBrehMbwjY6QH2,metricbeat-000210,NA,doc,186,6.2.4,21,system,network,"2,025",3.044GB,268,0,"4,787,734",Ethernet,1.028GB,0,0,"4,461,772"
134,"December 18th 2018, 21:58:31.683",1,jJtTw2cBAOA7YPJG40AT,metricbeat-000210,NA,doc,34,6.2.4,4,system,network,"4,150",1.355GB,0,0,"1,385,364",Ethernet,287.296MB,0,0,"1,091,371"
138,"December 18th 2018, 21:58:28.760",1,T99Tw2cB6ZGVNHRk1VoN,metricbeat-000210,NA,doc,174,6.2.4,22,system,network,"3,477",286.316MB,0,0,"675,141",Ethernet,265.392MB,0,0,"782,545"
140,"December 18th 2018, 21:58:28.034",1,KDtTw2cBn_oGi6rs0iB8,metricbeat-000210,NA,doc,130,6.2.4,16,system,network,"2,892",1.569GB,0,0,"2,752,988",Ethernet,719.147MB,0,0,"2,643,080"
143,"December 18th 2018, 21:58:25.510",1,SmRTw2cBN4R-DFd1ykr0,metricbeat-000210,NA,doc,106,6.2.4,13,system,network,"3,036",189.021MB,0,0,"444,970",Ethernet,121.837MB,0,0,"460,489"
146,"December 18th 2018, 21:58:24.979",1,fNdTw2cBbOSZnM2xx0P8,metricbeat-000210,NA,doc,29,6.2.4,3,system,network,"2,036",6.295MB,0,0,"11,470",Ethernet,2.64MB,0,0,"11,234"
148,"December 18th 2018, 21:58:24.879",1,dD5Tw2cBrehMbwjYxeVY,metricbeat-000210,NA,doc,69,6.2.4,7,system,network,"3,829",91.755MB,0,0,"218,404",Ethernet,61.255MB,0,0,"233,733"
152,"December 18th 2018, 21:58:20.957",1,#NAME?,metricbeat-000210,NA,doc,176,6.2.4,23,system,network,"3,926",968.825MB,0,0,"2,007,235",Ethernet,567.411MB,0,0,"1,868,028"
156,"December 18th 2018, 21:58:20.224",1,xztTw2cBn_oGi6rsswf9,metricbeat-000210,NA,doc,171,6.2.4,22,system,network,"3,888",200.597MB,0,0,"356,977",Ethernet,92.657MB,0,0,"363,987"
157,"December 18th 2018, 21:58:13.829",1,CD5Tw2cBrehMbwjYnsgB,metricbeat-000210,NA,doc,140,6.2.4,17,system,network,"3,040",4.403MB,0,0,"9,523",Ethernet,2.393MB,0,0,"9,395"
162,"December 18th 2018, 21:58:13.101",1,rz5Tw2cBrehMbwjYlsJw,metricbeat-000210,NA,doc,169,6.2.4,22,system,network,"4,002",279.759MB,0,0,"530,806",Ethernet,173.915MB,0,0,"537,045"
164,"December 18th 2018, 21:58:12.327",1,zF5Tw2cBdDbnrhqkmJKd,metricbeat-000210,NA,doc,22,6.2.4,2,system,network,"4,014",9.922MB,0,0,"19,568",Ethernet,5.529MB,0,0,"19,511"
168,"December 18th 2018, 21:58:11.814",1,-aZTw2cBuqt-6aA3kaSi,metricbeat-000210,NA,doc,70,6.2.4,7,system,network,"3,824",50.863MB,0,0,"108,723",Ethernet,56.813MB,0,0,"128,867"
169,"December 18th 2018, 21:58:10.611",1,0T5Tw2cBrehMbwjYjbx9,metricbeat-000210,NA,doc,145,6.2.4,18,system,network,"3,151",126.403MB,0,0,"351,464",Ethernet,156.714MB,0,0,"421,366"
174,"December 18th 2018, 21:58:07.549",1,nThTw2cBxOZ1qs_phJms,metricbeat-000210,NA,doc,88,6.2.4,10,system,network,"3,012",15.235MB,0,0,"32,937",Ethernet,10.204MB,0,0,"34,439"
176,"December 18th 2018, 21:58:05.820",1,Ft9Tw2cB6ZGVNHRkfB8L,metricbeat-000210,NA,doc,38,6.2.4,4,system,network,"2,040",21.043MB,0,0,"43,425",Ethernet,11.111MB,0,0,"43,885"
180,"December 18th 2018, 21:58:02.605",1,o9dTw2cBbOSZnM2xbgdI,metricbeat-000210,NA,doc,141,6.2.4,17,system,network,"3,913",6.297MB,0,0,"10,979",Ethernet,2.523MB,0,0,"10,731"
183,"December 18th 2018, 21:57:59.409",1,mjpTw2cBn_oGi6rsaNY-,metricbeat-000210,NA,doc,125,6.2.4,15,system,network,"3,823",6.339MB,0,0,"11,786",Ethernet,2.718MB,0,0,"11,646"
184,"December 18th 2018, 21:57:58.112",1,cNlTw2cBX8H-MD0_YewK,metricbeat-000210,NA,doc,128,6.2.4,16,system,network,"3,864",354.557MB,0,0,"877,612",Ethernet,236.813MB,0,0,"899,167"
189,"December 18th 2018, 21:57:55.453",1,19ZTw2cBbOSZnM2xU_WZ,metricbeat-000210,NA,doc,84,6.2.4,9,system,network,"2,180",206.631MB,0,0,"399,235",Ethernet,112.517MB,0,0,"410,409"
192,"December 18th 2018, 21:57:52.181",1,h6ZTw2cBuqt-6aA3RG-o,metricbeat-000210,NA,doc,50,6.2.4,6,system,network,"3,041",114.37MB,0,0,"279,311",Ethernet,78.82MB,0,0,"292,764"
194,"December 18th 2018, 21:57:47.393",1,xaZTw2cBuqt-6aA3M2Nx,metricbeat-000210,NA,doc,31,6.2.4,3,system,network,"2,885",343.083MB,0,0,"797,021",Ethernet,215.891MB,0,0,"847,105"
197,"December 18th 2018, 21:57:46.856",1,VKZTw2cBuqt-6aA3OmYS,metricbeat-000210,NA,doc,104,6.2.4,12,system,network,"2,038",13.6MB,0,0,"27,052",Ethernet,6.134MB,0,0,"26,172"
199,"December 18th 2018, 21:57:46.832",1,uz5Tw2cBrehMbwjYMX4q,metricbeat-000210,NA,doc,12,6.2.4,2,system,network,"4,105","1,002.887MB",0,0,"1,803,979",Ethernet,509.284MB,0,0,"1,828,591"
202,"December 18th 2018, 21:57:44.378",1,hdZTw2cBbOSZnM2xJdNI,metricbeat-000210,NA,doc,111,6.2.4,13,system,network,"4,045",195.552MB,0,0,"445,953",Ethernet,152.076MB,0,0,"492,216"
206,"December 18th 2018, 21:57:41.188",1,OGNTw2cBN4R-DFd1H9RX,metricbeat-000210,NA,doc,21,6.2.4,2,system,network,"2,991",117.321MB,0,0,"293,115",Ethernet,111.378MB,0,0,"385,344"
209,"December 18th 2018, 21:57:37.799",1,eN5Tw2cB6ZGVNHRkE9G6,metricbeat-000210,NA,doc,76,6.2.4,8,system,network,"4,034",1.036GB,0,0,"856,899",Ethernet,113.35MB,0,0,"523,894"
212,"December 18th 2018, 21:57:36.911",1,l95Tw2cB6ZGVNHRkCsn7,metricbeat-000210,NA,doc,53,6.2.4,6,system,network,"2,026",102.48MB,0,0,"230,575",Ethernet,63.475MB,0,0,"252,165"
215,"December 18th 2018, 21:57:36.805",1,HdlTw2cBX8H-MD0_Crno,metricbeat-000210,NA,doc,153,6.2.4,19,system,network,"2,029",10.166MB,0,0,"20,508",Ethernet,4.678MB,0,0,"20,292"
217,"December 18th 2018, 21:57:35.494",1,095Tw2cB6ZGVNHRkBcIa,metricbeat-000210,NA,doc,157,6.2.4,20,system,network,"3,033",10.13MB,0,0,"19,619",Ethernet,5.558MB,0,0,"19,670"
221,"December 18th 2018, 21:57:33.285",1,CtlSw2cBX8H-MD0_-amL,metricbeat-000210,NA,doc,100,6.2.4,12,system,network,"2,038",6.234MB,0,0,"11,413",Ethernet,3.361MB,0,0,"11,507"
225,"December 18th 2018, 21:57:31.975",1,WGNSw2cBN4R-DFd1-7WX,metricbeat-000210,NA,doc,148,6.2.4,18,system,network,"3,902",6.525MB,0,0,"12,659",Ethernet,4.37MB,0,0,"12,751"
226,"December 18th 2018, 21:57:30.963",1,4jpSw2cBn_oGi6rs8oHl,metricbeat-000210,NA,doc,85,6.2.4,10,system,network,"2,876",125.842MB,0,0,"171,799",Ethernet,55.089MB,0,0,"167,929"
230,"December 18th 2018, 21:57:28.747",1,AThSw2cBxOZ1qs_p6CmM,metricbeat-000210,NA,doc,122,6.2.4,14,system,network,"1,001",861.986MB,0,0,"1,768,474",Ethernet,566.331MB,0,0,"1,861,872"
232,"December 18th 2018, 21:57:27.412",1,Nl5Sw2cBdDbnrhqk6RNy,metricbeat-000210,NA,doc,51,6.2.4,6,system,network,"3,898",379.429MB,0,0,"885,958",Ethernet,290.867MB,0,0,"956,675"
237,"December 18th 2018, 21:57:25.085",1,LDpSw2cBn_oGi6rs3m8X,metricbeat-000210,NA,doc,60,6.2.4,7,system,network,"3,096",1.508GB,0,0,"3,182,923",Ethernet,1.011GB,0,0,"3,472,437"
240,"December 18th 2018, 21:57:22.502",1,8dlSw2cBX8H-MD0_0Ymj,metricbeat-000210,NA,doc,33,6.2.4,4,system,network,"3,017",10.076MB,0,0,"20,710",Ethernet,5.624MB,0,0,"20,878"
241,"December 18th 2018, 21:57:20.438",1,fGNSw2cBN4R-DFd1yYeY,metricbeat-000210,NA,doc,91,6.2.4,11,system,network,"3,860",538.861MB,0,0,"900,686",Ethernet,266.268MB,0,0,"927,421"
246,"December 18th 2018, 21:57:20.389",1,7ThSw2cBxOZ1qs_p0RLZ,metricbeat-000210,NA,doc,154,6.2.4,19,system,network,"4,033",371.375MB,0,0,"875,361",Ethernet,228.826MB,0,0,"919,079"
249,"December 18th 2018, 21:57:15.593",1,bppSw2cBAOA7YPJGt128,metricbeat-000210,NA,doc,44,6.2.4,5,system,network,"4,017",6.077MB,0,0,"10,926",Ethernet,3.353MB,0,0,"11,072"
252,"December 18th 2018, 21:57:13.566",1,raVSw2cBuqt-6aA3sP-F,metricbeat-000210,NA,doc,48,6.2.4,6,system,network,"4,516",188.177MB,0,0,"382,903",Ethernet,148.783MB,0,0,"417,437"
254,"December 18th 2018, 21:57:12.450",1,NDdSw2cBxOZ1qs_psf1s,metricbeat-000210,NA,doc,189,6.2.4,21,system,network,"1,012",9.702MB,0,0,"19,512",Ethernet,5.284MB,0,0,"19,556"
256,"December 18th 2018, 21:57:06.154",1,EDdSw2cBxOZ1qs_pm-1O,metricbeat-000210,NA,doc,173,6.2.4,22,system,network,996,25.925MB,0,0,"55,925",Ethernet,15.727MB,0,0,"58,406"
261,"December 18th 2018, 21:57:03.833",1,Xt5Sw2cB6ZGVNHRkjmh6,metricbeat-000210,NA,doc,170,6.2.4,22,system,network,"3,005",260.569MB,0,0,"462,963",Ethernet,129.786MB,0,0,"476,557"
264,"December 18th 2018, 21:57:02.201",1,MT1Sw2cBrehMbwjYgvNH,metricbeat-000210,NA,doc,27,6.2.4,3,system,network,"2,008",10.029MB,0,0,"19,330",Ethernet,4.46MB,0,0,"18,831"
266,"December 18th 2018, 21:57:00.030",1,HV1Sw2cBdDbnrhqkesmr,metricbeat-000210,NA,doc,177,6.2.4,23,system,network,"1,004",1.613GB,0,0,"1,892,839",Ethernet,351.179MB,0,0,"1,554,259"
270,"December 18th 2018, 21:56:59.038",1,FtlSw2cBX8H-MD0_ek9q,metricbeat-000210,NA,doc,96,6.2.4,11,system,network,"1,005",8.133MB,0,0,"17,792",Ethernet,4.468MB,0,0,"17,480"
272,"December 18th 2018, 21:56:57.654",1,MNlSw2cBX8H-MD0_dkp5,metricbeat-000210,NA,doc,68,6.2.4,7,system,network,"2,035",6.238MB,0,0,"10,939",Ethernet,3.402MB,0,0,"10,743"
274,"December 18th 2018, 21:56:57.537",1,g6VSw2cBuqt-6aA3cNSj,metricbeat-000210,NA,doc,115,6.2.4,14,system,network,"4,053","1,021.261MB",0,0,"2,112,078",Ethernet,578.542MB,0,0,"2,144,145"
278,"December 18th 2018, 21:56:55.099",1,sqVSw2cBuqt-6aA3Z821,metricbeat-000210,NA,doc,134,6.2.4,16,system,network,"1,156",307.576MB,0,0,"696,600",Ethernet,186.678MB,0,0,"743,332"
281,"December 18th 2018, 21:56:54.583",1,MtlSw2cBX8H-MD0_Zj0i,metricbeat-000210,NA,doc,188,6.2.4,7,system,network,"3,040",89.71MB,0,0,"213,731",Ethernet,60.079MB,0,0,"219,980"
284,"December 18th 2018, 21:56:52.547",1,xjdSw2cBxOZ1qs_pX8Xa,metricbeat-000210,NA,doc,79,6.2.4,9,system,network,"2,955",2.277GB,0,0,"2,984,970",Ethernet,663.54MB,0,0,"2,622,110"
286,"December 18th 2018, 21:56:50.958",1,wjpSw2cBn_oGi6rsVhIy,metricbeat-000210,NA,doc,20,6.2.4,2,system,network,"3,988",20.482MB,0,0,"44,835",Ethernet,12.242MB,0,0,"46,608"
289,"December 18th 2018, 21:56:43.130",1,QD1Sw2cBrehMbwjYNsRn,metricbeat-000210,NA,doc,95,6.2.4,11,system,network,996,6.242MB,0,0,"11,128",Ethernet,2.344MB,0,0,"10,271"
293,"December 18th 2018, 21:56:42.572",1,cWNSw2cBN4R-DFd1OChY,metricbeat-000210,NA,doc,116,6.2.4,14,system,network,807,322.375MB,0,0,"534,272",Ethernet,144.473MB,0,0,"511,033"
297,"December 18th 2018, 21:56:39.325",1,g9lSw2cBX8H-MD0_Lhbl,metricbeat-000210,NA,doc,138,6.2.4,17,system,network,"3,994",80.78MB,0,0,"194,687",Ethernet,54.105MB,0,0,"203,797"
299,"December 18th 2018, 21:56:38.352",1,v5lSw2cBAOA7YPJGKvtS,metricbeat-000210,NA,doc,40,6.2.4,4,system,network,"2,967",151.425MB,0,0,"306,201",Ethernet,82.757MB,0,0,"311,622"
302,"December 18th 2018, 21:56:34.259",1,Y95Sw2cB6ZGVNHRkFRDF,metricbeat-000210,NA,doc,23,6.2.4,2,system,network,"3,050",170.421MB,0,0,"368,280",Ethernet,120.422MB,0,0,"392,695"
304,"December 18th 2018, 21:56:34.208",1,a95Sw2cB6ZGVNHRkFhFT,metricbeat-000210,NA,doc,5,6.2.4,1,system,network,"3,989",28.658MB,0,0,"74,267",Ethernet,19.147MB,0,0,"74,326"
309,"December 18th 2018, 21:56:28.002",1,v6VRw2cBuqt-6aA3-3na,metricbeat-000210,NA,doc,4,6.2.4,1,system,network,996,3.328GB,0,0,"3,877,183",Ethernet,659.705MB,0,0,"2,952,388"
312,"December 18th 2018, 21:56:26.949",1,lN1Rw2cB6ZGVNHRk_f7w,metricbeat-000210,NA,doc,190,6.2.4,21,system,network,"4,021",978.743MB,0,0,"2,214,487",Ethernet,629.48MB,0,0,"2,400,367"
313,"December 18th 2018, 21:56:26.201",1,z6VRw2cBuqt-6aA39XPu,metricbeat-000210,NA,doc,178,6.2.4,23,system,network,"3,052",70.275MB,0,0,"160,485",Ethernet,44.053MB,0,0,"164,113"
318,"December 18th 2018, 21:56:25.780",1,ZD1Rw2cBrehMbwjY-5MZ,metricbeat-000210,NA,doc,119,6.2.4,14,system,network,"4,258",429.035MB,0,0,"928,503",Ethernet,259.73MB,0,0,"962,523"
321,"December 18th 2018, 21:56:25.750",1,PmJRw2cBN4R-DFd1-PvX,metricbeat-000210,NA,doc,77,6.2.4,8,system,network,"3,120",1.006GB,63,0,"2,333,162",Ethernet,779.539MB,0,0,"2,555,303"
323,"December 18th 2018, 21:56:25.491",1,zl1Rw2cBdDbnrhqk-nEJ,metricbeat-000210,NA,doc,139,6.2.4,17,system,network,"3,237",605.333MB,0,0,"1,213,381",Ethernet,316.502MB,0,0,"1,281,006"
326,"December 18th 2018, 21:56:25.148",1,59hRw2cBX8H-MD0_-OPu,metricbeat-000210,NA,doc,28,6.2.4,3,system,network,"4,044",160.026MB,0,0,"6,276,748",Ethernet,1.549GB,0,0,"5,797,066"
330,"December 18th 2018, 21:56:24.921",1,wV1Rw2cBdDbnrhqk8mxj,metricbeat-000210,NA,doc,191,6.2.4,21,system,network,"3,039",274.197MB,0,0,"5,737,666",Ethernet,1.26GB,0,0,"5,129,364"
331,"December 18th 2018, 21:56:20.378",1,uT1Rw2cBrehMbwjY5YBf,metricbeat-000210,NA,doc,172,6.2.4,22,system,network,"1,002",1.247GB,0,0,"2,762,891",Ethernet,845.732MB,0,0,"3,026,993"
336,"December 18th 2018, 21:56:16.914",1,iTlRw2cBn_oGi6rs0rFe,metricbeat-000210,NA,doc,183,6.2.4,11,system,network,"3,035",7.517MB,0,0,"17,872",Ethernet,5.415MB,0,0,"18,223"
337,"December 18th 2018, 21:56:15.292",1,HNVRw2cBbOSZnM2xy9Wj,metricbeat-000210,NA,doc,156,6.2.4,20,system,network,"1,001",38.108MB,0,0,"95,972",Ethernet,27.029MB,0,0,"97,232"
341,"December 18th 2018, 21:56:12.328",1,AqVRw2cBuqt-6aA3xU9e,metricbeat-000210,NA,doc,26,6.2.4,3,system,network,973,9.731MB,0,0,"19,635",Ethernet,5.327MB,0,0,"19,688"
345,"December 18th 2018, 21:56:11.472",1,WtVRw2cBbOSZnM2xxtA3,metricbeat-000210,NA,doc,121,6.2.4,14,system,network,"3,041",727.949MB,0,0,"1,441,040",Ethernet,450.13MB,0,0,"1,484,739"
348,"December 18th 2018, 21:56:10.646",1,L6VRw2cBuqt-6aA3uEb1,metricbeat-000210,NA,doc,136,6.2.4,17,system,network,"46,809",93.395KB,0,0,266,Ethernet,101.758KB,0,0,249
350,"December 18th 2018, 21:56:07.551",1,Dd1Rw2cB6ZGVNHRkrcdm,metricbeat-000210,NA,doc,99,6.2.4,12,system,network,"3,863",127.166MB,0,0,"278,549",Ethernet,77.335MB,0,0,"288,487"
354,"December 18th 2018, 21:55:59.858",1,wqVRw2cBuqt-6aA3lC_2,metricbeat-000210,NA,doc,105,6.2.4,12,system,network,"3,049",6.566MB,0,0,"11,913",Ethernet,2.852MB,0,0,"11,895"
355,"December 18th 2018, 21:55:58.618",1,7plRw2cBAOA7YPJGiYhR,metricbeat-000210,NA,doc,14,6.2.4,2,system,network,"2,856",31.79MB,0,0,"83,148",Ethernet,23.089MB,0,0,"83,987"
358,"December 18th 2018, 21:55:58.502",1,LtVRw2cBbOSZnM2xjKgE,metricbeat-000210,NA,doc,42,6.2.4,5,system,network,"4,551",1.152GB,0,0,"2,285,365",Ethernet,663.609MB,0,0,"2,300,792"
