,X.timestamp,X.version,X_id,X_index,X_score,X_type,beat.hostname,beat.version,enrichment.branch.name,metricset.module,metricset.name,metricset.rtt,system.network.in.bytes,system.network.in.dropped,system.network.in.errors,system.network.in.packets,system.network.name,system.network.out.bytes,system.network.out.dropped,system.network.out.errors,system.network.out.packets
6298,"December 18th 2018, 20:55:02.361",1,QToZw2cBN4R-DFd1vyNz,metricbeat-000210,NA,doc,88,6.2.4,10,system,network,"3,862",53.485MB,0,0,"91,997",Ethernet,26.86MB,0,0,"88,623"
6301,"December 18th 2018, 20:54:58.280",1,03AZw2cBAOA7YPJGrr4_,metricbeat-000210,NA,doc,109,6.2.4,13,system,network,"3,836",176.745MB,0,0,"440,766",Ethernet,145.538MB,0,0,"465,095"
6303,"December 18th 2018, 20:54:57.892",1,_K8Zw2cBX8H-MD0_sfYL,metricbeat-000210,NA,doc,141,6.2.4,17,system,network,971,230.063MB,0,0,"367,013",Ethernet,102.678MB,0,0,"360,382"
6306,"December 18th 2018, 20:54:54.662",1,cxQZw2cBrehMbwjYpywK,metricbeat-000210,NA,doc,96,6.2.4,11,system,network,"3,056",34.47MB,0,0,"87,548",Ethernet,24.67MB,0,0,"88,755"
6310,"December 18th 2018, 20:54:51.579",1,m68Zw2cBX8H-MD0_nOrZ,metricbeat-000210,NA,doc,72,6.2.4,8,system,network,"3,855",278.952MB,0,0,"661,765",Ethernet,186.892MB,0,0,"701,370"
6313,"December 18th 2018, 20:54:50.707",1,uHwZw2cBuqt-6aA3mikJ,metricbeat-000210,NA,doc,103,6.2.4,12,system,network,"3,049",328.477MB,0,0,"748,416",Ethernet,202.452MB,0,0,"800,451"
6315,"December 18th 2018, 20:54:47.526",1,#NAME?,metricbeat-000210,NA,doc,43,6.2.4,5,system,network,"4,052",26.001MB,0,0,"54,618",Ethernet,18.971MB,0,0,"57,502"
6317,"December 18th 2018, 20:54:46.308",1,hnwZw2cBuqt-6aA3fhua,metricbeat-000210,NA,doc,152,6.2.4,19,system,network,"2,939",182.387MB,0,0,"388,427",Ethernet,118.21MB,0,0,"402,559"
6322,"December 18th 2018, 20:54:44.556",1,nrQZw2cB6ZGVNHRkfGYz,metricbeat-000210,NA,doc,102,6.2.4,12,system,network,"4,502",152.312MB,0,0,"309,325",Ethernet,95.084MB,0,0,"332,700"
6324,"December 18th 2018, 20:54:41.042",1,mzkZw2cBN4R-DFd1dPaz,metricbeat-000210,NA,doc,124,6.2.4,15,system,network,998,189.304MB,0,0,"373,936",Ethernet,96.219MB,0,0,"371,088"
6326,"December 18th 2018, 20:54:38.397",1,jhQZw2cBrehMbwjYYwfG,metricbeat-000210,NA,doc,6,6.2.4,1,system,network,"2,840",125.37MB,0,0,"268,517",Ethernet,76.962MB,0,0,"289,123"
6329,"December 18th 2018, 20:54:33.904",1,yjkZw2cBN4R-DFd1U-JO,metricbeat-000210,NA,doc,175,6.2.4,22,system,network,"3,039",247.37MB,0,0,"397,994",Ethernet,99.512MB,0,0,"379,610"
6334,"December 18th 2018, 20:54:27.754",1,4Q4Zw2cBxOZ1qs_pOHCf,metricbeat-000210,NA,doc,182,6.2.4,23,system,network,"4,039",416.492MB,0,0,"826,639",Ethernet,245.674MB,0,0,"855,230"
6337,"December 18th 2018, 20:54:22.703",1,bzkZw2cBN4R-DFd1JsNS,metricbeat-000210,NA,doc,47,6.2.4,5,system,network,"4,256",108.74MB,0,0,"254,322",Ethernet,70.113MB,0,0,"266,249"
6340,"December 18th 2018, 20:54:22.161",1,NnsZw2cBuqt-6aA3I9jr,metricbeat-000210,NA,doc,98,6.2.4,11,system,network,"4,020",314.249MB,0,0,"726,047",Ethernet,212.376MB,0,0,"777,530"
6343,"December 18th 2018, 20:54:21.093",1,2xMZw2cBrehMbwjYJ9-M,metricbeat-000210,NA,doc,52,6.2.4,6,system,network,"2,991",106.527MB,0,0,"265,473",Ethernet,74.27MB,0,0,"284,433"
6344,"December 18th 2018, 20:54:17.776",1,BhMZw2cBrehMbwjYFs6F,metricbeat-000210,NA,doc,155,6.2.4,20,system,network,"1,999",179.235MB,0,0,"369,944",Ethernet,124.774MB,0,0,"388,608"
6347,"December 18th 2018, 20:54:11.275",1,XBAYw2cBn_oGi6rs9y1E,metricbeat-000210,NA,doc,25,6.2.4,3,system,network,"3,040",128.401MB,0,0,"364,795",Ethernet,167.933MB,0,0,"458,843"
6350,"December 18th 2018, 20:54:11.130",1,znAZw2cBAOA7YPJGAEhv,metricbeat-000210,NA,doc,89,6.2.4,10,system,network,"1,858",47.471MB,0,0,"87,507",Ethernet,30.221MB,0,0,"91,802"
6354,"December 18th 2018, 20:54:08.557",1,OzQYw2cBdDbnrhqk7g8b,metricbeat-000210,NA,doc,3,6.2.4,1,system,network,"3,874",348.162MB,0,0,"838,758",Ethernet,230.831MB,0,0,"895,939"
6358,"December 18th 2018, 20:54:07.433",1,cw4Yw2cBxOZ1qs_p6T5_,metricbeat-000210,NA,doc,1,6.2.4,1,system,network,"4,063",152.078MB,0,0,"324,908",Ethernet,99.334MB,0,0,"344,287"
6361,"December 18th 2018, 20:54:05.978",1,0xAYw2cBn_oGi6rs4iOY,metricbeat-000210,NA,doc,161,6.2.4,20,system,network,"4,027",36.553MB,0,0,"92,419",Ethernet,27.854MB,0,0,"96,719"
6363,"December 18th 2018, 20:54:05.570",1,lBAYw2cBn_oGi6rs4iOY,metricbeat-000210,NA,doc,83,6.2.4,9,system,network,"3,838",238.87MB,0,0,"554,066",Ethernet,156.137MB,0,0,"600,805"
6367,"December 18th 2018, 20:54:05.187",1,fg4Yw2cBxOZ1qs_p3jeI,metricbeat-000210,NA,doc,168,6.2.4,22,system,network,"1,003",393.36MB,0,0,"920,358",Ethernet,263.031MB,0,0,"996,098"
6370,"December 18th 2018, 20:54:02.326",1,shMYw2cBrehMbwjY1a9-,metricbeat-000210,NA,doc,24,6.2.4,2,system,network,"3,054",243.035MB,0,0,"589,919",Ethernet,170.941MB,0,0,"647,320"
6372,"December 18th 2018, 20:54:01.980",1,HK8Yw2cBX8H-MD0_1WuD,metricbeat-000210,NA,doc,184,6.2.4,21,system,network,998,337.479MB,588,0,"561,531",Ethernet,158.279MB,0,0,"557,219"
6374,"December 18th 2018, 20:54:01.891",1,p6sYw2cBbOSZnM2x0N1_,metricbeat-000210,NA,doc,7,6.2.4,1,system,network,"3,899",61.481MB,0,0,"159,505",Ethernet,102.448MB,0,0,"183,329"
6377,"December 18th 2018, 20:53:56.252",1,rBMYw2cBrehMbwjYwaS5,metricbeat-000210,NA,doc,90,6.2.4,11,system,network,"3,866",198.992MB,0,0,"425,098",Ethernet,123.028MB,0,0,"428,833"
6381,"December 18th 2018, 20:53:55.331",1,1RMYw2cBrehMbwjYuaCE,metricbeat-000210,NA,doc,45,6.2.4,5,system,network,"4,200",30.876MB,0,0,"79,546",Ethernet,23.336MB,0,0,"81,894"
6384,"December 18th 2018, 20:53:54.252",1,Xa8Yw2cBX8H-MD0_uVyB,metricbeat-000210,NA,doc,117,6.2.4,14,system,network,"3,998",661.62MB,0,0,"1,256,553",Ethernet,370.179MB,0,0,"1,284,868"
6387,"December 18th 2018, 20:53:51.858",1,G3AYw2cBAOA7YPJGrRcF,metricbeat-000210,NA,doc,150,6.2.4,19,system,network,793,206.86MB,0,0,"384,312",Ethernet,101.715MB,0,0,"377,734"
6390,"December 18th 2018, 20:53:51.289",1,h7MYw2cB6ZGVNHRkr-NE,metricbeat-000210,NA,doc,33,6.2.4,4,system,network,"4,033",267.97MB,0,0,"481,465",Ethernet,141.103MB,0,0,"469,137"
6393,"December 18th 2018, 20:53:50.344",1,hK8Yw2cBX8H-MD0_qlOm,metricbeat-000210,NA,doc,75,6.2.4,8,system,network,"4,984",402.087MB,0,0,"567,099",Ethernet,122.93MB,0,0,"501,772"
6396,"December 18th 2018, 20:53:49.510",1,#NAME?,metricbeat-000210,NA,doc,8,6.2.4,1,system,network,"4,051",99.674MB,0,0,"222,301",Ethernet,59.832MB,0,0,"234,785"
6399,"December 18th 2018, 20:53:48.855",1,D6sYw2cBbOSZnM2xoL9M,metricbeat-000210,NA,doc,54,6.2.4,6,system,network,"3,994",18.024MB,0,0,"52,393",Ethernet,15.042MB,0,0,"52,136"
6403,"December 18th 2018, 20:53:45.293",1,Rw4Yw2cBxOZ1qs_pmQ7C,metricbeat-000210,NA,doc,185,6.2.4,22,system,network,822,414.161MB,0,0,"1,000,906",Ethernet,273.298MB,0,0,"1,061,250"
6405,"December 18th 2018, 20:53:44.121",1,RDMYw2cBdDbnrhqkktV2,metricbeat-000210,NA,doc,46,6.2.4,5,system,network,"3,036",22.868MB,0,0,"63,466",Ethernet,18.754MB,0,0,"64,223"
6409,"December 18th 2018, 20:53:43.308",1,GqsYw2cBbOSZnM2xjbPS,metricbeat-000210,NA,doc,127,6.2.4,15,system,network,"1,974",1.166GB,0,0,"2,715,069",Ethernet,824.809MB,0,0,"3,005,791"
6410,"December 18th 2018, 20:53:43.296",1,NrMYw2cB6ZGVNHRki8qS,metricbeat-000210,NA,doc,55,6.2.4,6,system,network,"4,177",131.825MB,0,0,"320,627",Ethernet,89.524MB,0,0,"337,639"
6415,"December 18th 2018, 20:53:42.506",1,Rq8Yw2cBX8H-MD0_iDoX,metricbeat-000210,NA,doc,110,6.2.4,13,system,network,"2,860",103.264MB,0,0,"248,651",Ethernet,69.842MB,0,0,"269,619"
6417,"December 18th 2018, 20:53:40.104",1,2w8Yw2cBn_oGi6rsguba,metricbeat-000210,NA,doc,87,6.2.4,10,system,network,"2,994",47.247MB,0,0,"117,278",Ethernet,116.061MB,0,0,"154,405"
6420,"December 18th 2018, 20:53:38.243",1,3bMYw2cB6ZGVNHRkd7sh,metricbeat-000210,NA,doc,181,6.2.4,23,system,network,997,257.679MB,0,0,"482,474",Ethernet,137.53MB,0,0,"493,605"
6424,"December 18th 2018, 20:53:38.122",1,hrMYw2cB6ZGVNHRkdbmY,metricbeat-000210,NA,doc,92,6.2.4,11,system,network,"4,044",172.859MB,0,0,"355,136",Ethernet,126.747MB,0,0,"371,461"
6425,"December 18th 2018, 20:53:35.851",1,Jq8Yw2cBX8H-MD0_bitJ,metricbeat-000210,NA,doc,71,6.2.4,7,system,network,"3,548",1.156GB,0,0,"2,039,802",Ethernet,595.13MB,0,0,"2,141,059"
6430,"December 18th 2018, 20:53:35.641",1,r6sYw2cBbOSZnM2xcqG4,metricbeat-000210,NA,doc,147,6.2.4,18,system,network,"2,880",10.763MB,0,0,"21,222",Ethernet,4.943MB,0,0,"21,323"
6433,"December 18th 2018, 20:53:34.090",1,MA0Yw2cBxOZ1qs_pbvH-,metricbeat-000210,NA,doc,120,6.2.4,14,system,network,825,770.601MB,0,0,"1,412,032",Ethernet,408.497MB,0,0,"1,427,753"
6434,"December 18th 2018, 20:53:33.562",1,ArMYw2cB6ZGVNHRkZq4N,metricbeat-000210,NA,doc,2,6.2.4,1,system,network,"2,877",1.031GB,199,0,"1,770,768",Ethernet,446.668MB,0,0,"1,691,931"
6439,"December 18th 2018, 20:53:33.492",1,Nw0Yw2cBxOZ1qs_pZ-zo,metricbeat-000210,NA,doc,186,6.2.4,21,system,network,"4,037",3.034GB,268,0,"4,773,601",Ethernet,1.025GB,0,0,"4,448,559"
6440,"December 18th 2018, 20:53:32.941",1,ZKsYw2cBbOSZnM2xY5ZE,metricbeat-000210,NA,doc,104,6.2.4,12,system,network,"3,003",104.6MB,0,0,"239,836",Ethernet,66.868MB,0,0,"256,719"
6443,"December 18th 2018, 20:53:31.717",1,UXsYw2cBuqt-6aA3XVrM,metricbeat-000210,NA,doc,62,6.2.4,7,system,network,852,310.427MB,0,0,"333,428",Ethernet,72.567MB,0,0,"270,033"
6446,"December 18th 2018, 20:53:31.647",1,d3sYw2cBuqt-6aA3XVrM,metricbeat-000210,NA,doc,34,6.2.4,4,system,network,"3,304",1.325GB,0,0,"1,343,948",Ethernet,274.643MB,0,0,"1,052,334"
6450,"December 18th 2018, 20:53:28.787",1,czMYw2cBdDbnrhqkWalA,metricbeat-000210,NA,doc,174,6.2.4,22,system,network,"3,175",281.668MB,0,0,"664,170",Ethernet,261.034MB,0,0,"770,189"
6454,"December 18th 2018, 20:53:28.083",1,5A0Yw2cBxOZ1qs_pV9N7,metricbeat-000210,NA,doc,130,6.2.4,16,system,network,"3,895",1.548GB,0,0,"2,713,591",Ethernet,704.723MB,0,0,"2,602,304"
6457,"December 18th 2018, 20:53:25.717",1,5RMYw2cBrehMbwjYR00A,metricbeat-000210,NA,doc,106,6.2.4,13,system,network,"3,035",185.599MB,0,0,"437,320",Ethernet,119.661MB,0,0,"452,188"
6459,"December 18th 2018, 20:53:24.845",1,pasYw2cBbOSZnM2xSn9j,metricbeat-000210,NA,doc,69,6.2.4,7,system,network,"2,996",87.169MB,0,0,"207,804",Ethernet,58.293MB,0,0,"222,482"
6461,"December 18th 2018, 20:53:20.954",1,Pa8Yw2cBX8H-MD0_MwON,metricbeat-000210,NA,doc,176,6.2.4,23,system,network,"1,501",949.665MB,0,0,"1,964,401",Ethernet,551.273MB,0,0,"1,821,327"
6464,"December 18th 2018, 20:53:20.358",1,t68Yw2cBX8H-MD0_OAYC,metricbeat-000210,NA,doc,171,6.2.4,22,system,network,"3,899",170.683MB,0,0,"323,616",Ethernet,87.435MB,0,0,"335,528"
6469,"December 18th 2018, 20:53:13.585",1,928Yw2cBAOA7YPJGGK5u,metricbeat-000210,NA,doc,97,6.2.4,11,system,network,"4,045",114.238MB,0,0,"259,002",Ethernet,78.889MB,0,0,"270,729"
6471,"December 18th 2018, 20:53:13.056",1,Ja4Yw2cBX8H-MD0_GvK4,metricbeat-000210,NA,doc,169,6.2.4,22,system,network,"4,420",251.686MB,0,0,"486,072",Ethernet,161.637MB,0,0,"493,723"
6474,"December 18th 2018, 20:53:11.849",1,FDkYw2cBN4R-DFd1EhHN,metricbeat-000210,NA,doc,70,6.2.4,7,system,network,"3,857",50.145MB,0,0,"106,874",Ethernet,55.959MB,0,0,"126,271"
6476,"December 18th 2018, 20:53:10.617",1,p64Yw2cBX8H-MD0_DOmh,metricbeat-000210,NA,doc,145,6.2.4,18,system,network,"4,020",125.804MB,0,0,"349,738",Ethernet,155.988MB,0,0,"419,122"
6479,"December 18th 2018, 20:53:05.834",1,hjMXw2cBdDbnrhqk92xi,metricbeat-000210,NA,doc,38,6.2.4,4,system,network,"1,860",16.668MB,0,0,"33,433",Ethernet,8.809MB,0,0,"33,664"
6484,"December 18th 2018, 20:53:05.403",1,nnsXw2cBuqt-6aA39yFi,metricbeat-000210,NA,doc,133,6.2.4,16,system,network,"4,015",68.092MB,0,0,"135,859",Ethernet,47.109MB,0,0,"144,015"
6487,"December 18th 2018, 20:52:58.114",1,4W8Xw2cBAOA7YPJG34oC,metricbeat-000210,NA,doc,128,6.2.4,16,system,network,"3,028",350.235MB,0,0,"867,183",Ethernet,234.213MB,0,0,"888,545"
6490,"December 18th 2018, 20:52:55.965",1,wxMXw2cBrehMbwjY1wEM,metricbeat-000210,NA,doc,61,6.2.4,7,system,network,"3,055",3.512GB,0,0,"4,147,638",Ethernet,862.49MB,0,0,"3,616,434"
6492,"December 18th 2018, 20:52:55.352",1,#NAME?,metricbeat-000210,NA,doc,84,6.2.4,9,system,network,"3,327",188.858MB,0,0,"366,062",Ethernet,101.782MB,0,0,"375,711"
6494,"December 18th 2018, 20:52:53.414",1,L28Xw2cBAOA7YPJGzIKj,metricbeat-000210,NA,doc,27,6.2.4,3,system,network,"2,890",125.284MB,0,0,"281,948",Ethernet,84.097MB,0,0,"297,687"
6499,"December 18th 2018, 20:52:52.341",1,9TgXw2cBN4R-DFd1wuNF,metricbeat-000210,NA,doc,50,6.2.4,6,system,network,"2,977",106.219MB,0,0,"246,977",Ethernet,69.176MB,0,0,"260,378"
6502,"December 18th 2018, 20:52:51.520",1,SzgXw2cBN4R-DFd1xuUM,metricbeat-000210,NA,doc,29,6.2.4,3,system,network,"1,101",111.768MB,0,0,"259,381",Ethernet,68.552MB,0,0,"270,378"
6505,"December 18th 2018, 20:52:47.389",1,KHoXw2cBuqt-6aA3sPX7,metricbeat-000210,NA,doc,31,6.2.4,3,system,network,"2,851",335.608MB,0,0,"781,150",Ethernet,212.294MB,0,0,"830,931"
6508,"December 18th 2018, 20:52:46.837",1,RhIXw2cBrehMbwjYr-q5,metricbeat-000210,NA,doc,12,6.2.4,2,system,network,"4,219",996.364MB,0,0,"1,790,617",Ethernet,504.051MB,0,0,"1,814,146"
6509,"December 18th 2018, 20:52:44.350",1,ZbMXw2cB6ZGVNHRkqDp8,metricbeat-000210,NA,doc,111,6.2.4,13,system,network,"3,899",189.206MB,0,0,"431,575",Ethernet,145.088MB,0,0,"475,891"
6513,"December 18th 2018, 20:52:41.609",1,MLMXw2cB6ZGVNHRkmjF6,metricbeat-000210,NA,doc,26,6.2.4,3,system,network,998,279.757MB,0,0,"483,886",Ethernet,132.462MB,0,0,"475,612"
6517,"December 18th 2018, 20:52:41.162",1,2g0Xw2cBxOZ1qs_pn2ae,metricbeat-000210,NA,doc,21,6.2.4,2,system,network,"1,027",116.777MB,0,0,"291,645",Ethernet,110.74MB,0,0,"383,285"
6518,"December 18th 2018, 20:52:40.679",1,YG8Xw2cBAOA7YPJGn2Sg,metricbeat-000210,NA,doc,142,6.2.4,18,system,network,805,267.66MB,0,0,"470,319",Ethernet,122.256MB,0,0,"457,981"
6522,"December 18th 2018, 20:52:37.815",1,_RIXw2cBrehMbwjYjM1W,metricbeat-000210,NA,doc,76,6.2.4,8,system,network,"3,314",1.034GB,0,0,"848,371",Ethernet,102.177MB,0,0,"509,123"
6526,"December 18th 2018, 20:52:36.731",1,TQ8Xw2cBn_oGi6rsiTLu,metricbeat-000210,NA,doc,53,6.2.4,6,system,network,"3,167",98.231MB,0,0,"220,608",Ethernet,60.95MB,0,0,"241,557"
6527,"December 18th 2018, 20:52:30.979",1,iaoXw2cBbOSZnM2xd_Zj,metricbeat-000210,NA,doc,85,6.2.4,10,system,network,"3,064",118.51MB,0,0,"154,134",Ethernet,49.316MB,0,0,"149,269"
6532,"December 18th 2018, 20:52:28.765",1,gw0Xw2cBxOZ1qs_pbj5k,metricbeat-000210,NA,doc,122,6.2.4,14,system,network,"2,008",853.537MB,0,0,"1,747,894",Ethernet,557.13MB,0,0,"1,838,560"
6534,"December 18th 2018, 20:52:27.415",1,XjMXw2cBdDbnrhqkZQ5g,metricbeat-000210,NA,doc,51,6.2.4,6,system,network,"3,048",373.376MB,0,0,"871,465",Ethernet,284.379MB,0,0,"940,287"
6538,"December 18th 2018, 20:52:25.083",1,PhIXw2cBrehMbwjYXrAM,metricbeat-000210,NA,doc,60,6.2.4,7,system,network,"1,026",1.507GB,0,0,"3,180,986",Ethernet,1.01GB,0,0,"3,469,425"
6540,"December 18th 2018, 20:52:20.457",1,2g8Xw2cBn_oGi6rsRwr6,metricbeat-000210,NA,doc,91,6.2.4,11,system,network,"1,855",480.189MB,0,0,"819,726",Ethernet,246.164MB,0,0,"852,197"
6544,"December 18th 2018, 20:52:20.402",1,O28Xw2cBAOA7YPJGSSKr,metricbeat-000210,NA,doc,154,6.2.4,19,system,network,"4,024",370.396MB,0,0,"873,390",Ethernet,228.218MB,0,0,"916,389"
6545,"December 18th 2018, 20:52:13.588",1,7DIXw2cBdDbnrhqkLeuy,metricbeat-000210,NA,doc,48,6.2.4,6,system,network,"1,893",153.961MB,0,0,"313,745",Ethernet,129.852MB,0,0,"350,760"
6548,"December 18th 2018, 20:52:10.117",1,A6oXw2cBbOSZnM2xILoY,metricbeat-000210,NA,doc,151,6.2.4,19,system,network,"1,994",256.821MB,0,0,"480,412",Ethernet,197.488MB,0,0,"481,733"
6552,"December 18th 2018, 20:52:06.067",1,3RIXw2cBrehMbwjYE35X,metricbeat-000210,NA,doc,173,6.2.4,22,system,network,"3,038",21.646MB,0,0,"45,630",Ethernet,12.646MB,0,0,"47,111"
6555,"December 18th 2018, 20:52:03.968",1,4qoXw2cBbOSZnM2xDK2C,metricbeat-000210,NA,doc,170,6.2.4,22,system,network,"3,053",252.143MB,0,0,"439,823",Ethernet,123.838MB,0,0,"450,504"
6558,"December 18th 2018, 20:52:03.067",1,SbIXw2cB6ZGVNHRkA9cK,metricbeat-000210,NA,doc,105,6.2.4,12,system,network,"1,003",347.967MB,0,0,"518,028",Ethernet,114.37MB,0,0,"467,697"
6562,"December 18th 2018, 20:52:03.036",1,eq4Xw2cBX8H-MD0_CTUF,metricbeat-000210,NA,doc,187,6.2.4,21,system,network,996,243.514MB,0,0,"374,989",Ethernet,90.191MB,0,0,"372,612"
6563,"December 18th 2018, 20:52:01.995",1,KzgXw2cBN4R-DFd1AWG_,metricbeat-000210,NA,doc,159,6.2.4,20,system,network,"2,035",202.863MB,0,0,"343,177",Ethernet,82.305MB,0,0,"334,818"
6566,"December 18th 2018, 20:52:00.096",1,WAwWw2cBxOZ1qs_p_vVT,metricbeat-000210,NA,doc,177,6.2.4,23,system,network,"2,871",1.609GB,0,0,"1,883,212",Ethernet,348.692MB,0,0,"1,544,328"
6569,"December 18th 2018, 20:51:59.552",1,1DgWw2cBN4R-DFd19lpr,metricbeat-000210,NA,doc,160,6.2.4,20,system,network,"2,984",255.822MB,0,0,"380,275",Ethernet,80.57MB,0,0,"358,827"
6573,"December 18th 2018, 20:51:57.561",1,QLIWw2cB6ZGVNHRk7s03,metricbeat-000210,NA,doc,115,6.2.4,14,system,network,"4,050","1,020.003MB",0,0,"2,108,513",Ethernet,577.01MB,0,0,"2,139,999"
6575,"December 18th 2018, 20:51:55.431",1,rzgWw2cBN4R-DFd16VEC,metricbeat-000210,NA,doc,123,6.2.4,15,system,network,997,16.955MB,0,0,"36,106",Ethernet,9.228MB,0,0,"37,219"
6580,"December 18th 2018, 20:51:55.102",1,BDIWw2cBdDbnrhqk5L7P,metricbeat-000210,NA,doc,134,6.2.4,16,system,network,"4,244",306.822MB,0,0,"695,012",Ethernet,186.159MB,0,0,"740,934"
6581,"December 18th 2018, 20:51:54.568",1,06oWw2cBbOSZnM2x4pdN,metricbeat-000210,NA,doc,188,6.2.4,7,system,network,"2,883",85.981MB,0,0,"204,652",Ethernet,57.646MB,0,0,"210,531"
6585,"December 18th 2018, 20:51:52.592",1,#NAME?,metricbeat-000210,NA,doc,79,6.2.4,9,system,network,"1,005",2.255GB,0,0,"2,942,864",Ethernet,649.897MB,0,0,"2,579,452"
6588,"December 18th 2018, 20:51:50.845",1,gQwWw2cBxOZ1qs_p2-FS,metricbeat-000210,NA,doc,20,6.2.4,2,system,network,"3,825",16.295MB,0,0,"34,628",Ethernet,9.497MB,0,0,"35,721"
6592,"December 18th 2018, 20:51:43.446",1,jXoWw2cBuqt-6aA3vFP0,metricbeat-000210,NA,doc,146,6.2.4,18,system,network,"3,046",97.016MB,0,0,"227,511",Ethernet,62.332MB,0,0,"242,047"
6593,"December 18th 2018, 20:51:42.597",1,hAwWw2cBxOZ1qs_ptsV5,metricbeat-000210,NA,doc,116,6.2.4,14,system,network,"4,031",303.035MB,0,0,"489,576",Ethernet,125.266MB,0,0,"459,870"
6596,"December 18th 2018, 20:51:39.339",1,wbIWw2cB6ZGVNHRkqp-s,metricbeat-000210,NA,doc,138,6.2.4,17,system,network,"2,025",80.044MB,0,0,"192,768",Ethernet,53.202MB,0,0,"201,200"
6599,"December 18th 2018, 20:51:38.334",1,hjIWw2cBdDbnrhqko5FI,metricbeat-000210,NA,doc,40,6.2.4,4,system,network,"3,866",130.257MB,0,0,"276,933",Ethernet,76.878MB,0,0,"283,899"
6604,"December 18th 2018, 20:51:37.168",1,wRIWw2cBrehMbwjYqkCF,metricbeat-000210,NA,doc,95,6.2.4,11,system,network,"3,036",187.634MB,0,0,"361,588",Ethernet,109.703MB,0,0,"368,785"
6606,"December 18th 2018, 20:51:34.392",1,ODgWw2cBN4R-DFd1kxnW,metricbeat-000210,NA,doc,23,6.2.4,2,system,network,"3,054",163.04MB,0,0,"351,490",Ethernet,113.248MB,0,0,"373,710"
6609,"December 18th 2018, 20:51:34.095",1,CAwWw2cBxOZ1qs_pkqwy,metricbeat-000210,NA,doc,5,6.2.4,1,system,network,"4,982",24.361MB,0,0,"64,158",Ethernet,16.763MB,0,0,"63,859"
6612,"December 18th 2018, 20:51:32.082",1,0W4Ww2cBAOA7YPJGirBt,metricbeat-000210,NA,doc,189,6.2.4,21,system,network,"3,879",87.679MB,0,0,"207,424",Ethernet,57.032MB,0,0,"216,503"
6614,"December 18th 2018, 20:51:28.344",1,T3oWw2cBuqt-6aA3eygR,metricbeat-000210,NA,doc,22,6.2.4,2,system,network,"4,045",407.397MB,0,0,"975,650",Ethernet,283.615MB,0,0,"1,059,149"
6619,"December 18th 2018, 20:51:27.967",1,0w4Ww2cBn_oGi6rse4-9,metricbeat-000210,NA,doc,4,6.2.4,1,system,network,"4,882",3.179GB,0,0,"3,713,321",Ethernet,639.261MB,0,0,"2,840,505"
6622,"December 18th 2018, 20:51:26.996",1,6w4Ww2cBn_oGi6rsdoue,metricbeat-000210,NA,doc,190,6.2.4,21,system,network,"4,030",977.975MB,0,0,"2,212,623",Ethernet,628.721MB,0,0,"2,397,883"
6625,"December 18th 2018, 20:51:26.237",1,OhIWw2cBrehMbwjYdhub,metricbeat-000210,NA,doc,178,6.2.4,23,system,network,"2,887",66.108MB,0,0,"151,129",Ethernet,41.678MB,0,0,"154,673"
6627,"December 18th 2018, 20:51:25.802",1,zqoWw2cBbOSZnM2xc0xw,metricbeat-000210,NA,doc,119,6.2.4,14,system,network,"4,029",415.765MB,0,0,"906,760",Ethernet,255.148MB,0,0,"941,878"
6631,"December 18th 2018, 20:51:25.751",1,D7IWw2cB6ZGVNHRkeX5h,metricbeat-000210,NA,doc,77,6.2.4,8,system,network,"3,897",1.002GB,63,0,"2,323,892",Ethernet,777.174MB,0,0,"2,545,726"
6632,"December 18th 2018, 20:51:25.509",1,4wwWw2cBxOZ1qs_pcpJT,metricbeat-000210,NA,doc,139,6.2.4,17,system,network,"2,009",601.087MB,0,0,"1,203,386",Ethernet,313.997MB,0,0,"1,270,253"
6636,"December 18th 2018, 20:51:25.171",1,yA4Ww2cBn_oGi6rsdoue,metricbeat-000210,NA,doc,28,6.2.4,3,system,network,"3,906",155.506MB,0,0,"6,266,611",Ethernet,1.546GB,0,0,"5,786,558"
6639,"December 18th 2018, 20:51:24.971",1,RjgWw2cBN4R-DFd1dgOd,metricbeat-000210,NA,doc,191,6.2.4,21,system,network,"3,037",270.071MB,0,0,"5,727,922",Ethernet,1.258GB,0,0,"5,119,434"
6642,"December 18th 2018, 20:51:23.889",1,JbIWw2cB6ZGVNHRkb3QG,metricbeat-000210,NA,doc,148,6.2.4,18,system,network,"3,860",115.916MB,0,0,"264,191",Ethernet,73.481MB,0,0,"278,831"
6644,"December 18th 2018, 20:51:23.625",1,iA4Ww2cBn_oGi6rsZ4BC,metricbeat-000210,NA,doc,157,6.2.4,20,system,network,"1,104",137.506MB,0,0,"311,387",Ethernet,102.136MB,0,0,"331,651"
6649,"December 18th 2018, 20:51:20.705",1,o6oWw2cBbOSZnM2xXj7J,metricbeat-000210,NA,doc,140,6.2.4,17,system,network,"4,015",172.88MB,0,0,"272,598",Ethernet,71.334MB,0,0,"260,666"
6651,"December 18th 2018, 20:51:20.398",1,hxIWw2cBrehMbwjYYwul,metricbeat-000210,NA,doc,172,6.2.4,22,system,network,"3,043",1.238GB,0,0,"2,740,182",Ethernet,837.689MB,0,0,"3,001,898"
6654,"December 18th 2018, 20:51:15.333",1,LLIWw2cB6ZGVNHRkSlaM,metricbeat-000210,NA,doc,156,6.2.4,20,system,network,"2,922",37.536MB,0,0,"94,188",Ethernet,26.425MB,0,0,"94,904"
