,X_timestamp,beat_hostname,enrichment_branch_name,system_cpu_idle_pct,system_cpu_iowait_pct,system_cpu_irq_pct,system_cpu_nice_pct,system_cpu_softirq_pct,system_cpu_steal_pct,system_cpu_system_pct,system_cpu_total_pct,system_cpu_user_pct,HBOS
47,131727.58,51,6,3.9358,0,0,0,0,0,0.0542,0.0642,0.01,1.5376626972993206
48,131521.705,179,23,3.9373,0,0,0,0,0,0.0525,0.0627,0.0102,1.5376626972993206
49,131744.27,111,13,3.9298,0,0,0,0,0,0.061,0.0702,0.0092,1.5204036918578152
50,131524.635,36,4,3.9326,0,0,0,0,0,0.0588,0.0674,0.0086,1.5204036918578152
51,131741.351,21,2,3.9441,0,0,0,0,0,0.0431,0.0559,0.0128,1.487047400516225
52,131819.87699999998,54,6,3.9357,0,0,0,0,0,0.0524,0.0643,0.0119,1.4865101748519396
53,131905.663,83,9,3.9313,0,0,0,0,0,0.0569,0.0687,0.0118,1.4865101748519396
54,131611.606,121,14,3.9301,0,0,0,0,0,0.0572,0.0699,0.0127,1.4865101748519396
55,131737.6,86,10,3.9403,0,0,0,0,0,0.0451,0.0597,0.0146,1.3727560972617154
56,131626.096,119,14,3.9395,0,0,0,0,0,0.0452,0.0605,0.0153,1.3727560972617154
57,131521.031,37,4,3.9374,0,0,0,0,0,0.0506,0.0626,0.012,1.3535435852316728
58,131654.297,188,7,3.9511,0,0,0,0,0,0.0358,0.0489,0.0131,1.3007909896464578
59,131548.166,143,18,3.9766,0,0,0,0,0,0.0183,0.0234,0.0051,1.275759613297023
60,131810.848,96,11,3.9766,0,0,0,0,0,0.0176,0.0234,0.0058,1.275759613297023
61,131951.137,72,8,3.9753,0,0,0,0,0,0.0195,0.0247,0.0052,1.275759613297023
62,131851.828,150,19,3.9761,0,0,0,0,0,0.0159,0.0239,0.008,1.2300021227363482
63,131558.081,114,13,3.9739999999999998,0,0,0,0,0,0.0199,0.026000000000000002,0.0061,1.1788496002889668
64,131813.134,169,22,3.9799,0,0,0,0,0,0.0158,0.0201,0.0042,1.1788496002889663
65,131626.277,178,23,3.9789,0,0,0,0,0,0.0163,0.0211,0.0048,1.1788496002889663
66,131508.057,85,10,3.9775,0,0,0,0,0,0.0181,0.0225,0.0044,1.1788496002889663
67,131837.975,92,11,3.98,0,0,0,0,0,0.0153,0.02,0.0047,1.1788496002889663
68,131851.228,33,4,3.9828,0,0,0,0,0,0.0129,0.0172,0.0044,1.1788496002889663
69,131751.915,50,6,3.9777,0,0,0,0,0,0.0174,0.0223,0.0049,1.1788496002889663
70,131945.916,152,19,3.9425,0,0,0,0,0,0.0467,0.0575,0.0108,1.109514662487134
71,131555.62699999998,93,11,3.9403,0,0,0,0,0,0.0473,0.0597,0.0123,1.058362140039753
72,131638.204,40,4,3.9425,0,0,0,0,0,0.0455,0.0575,0.012,1.058362140039753
73,131958.292,109,13,3.9518,0,0,0,0,0,0.0386,0.0482,0.0096,1.0375495548718763
74,131908.747,3,1,3.9513,0,0,0,0,0,0.0361,0.0487,0.0126,0.9863970324244953
75,131558.763,42,5,3.9475,0,0,0,0,0,0.0433,0.0525,0.0092,0.9831918925492833
76,131850.365,75,8,3.9468,0,0,0,0,0,0.0446,0.0532,0.0086,0.9831918925492833
77,131845.12699999998,185,22,3.9489,0,0,0,0,0,0.0442,0.0511,0.006999999999999999,0.9831918925492833
78,131523.361,125,15,3.9493,0,0,0,0,0,0.0438,0.0507,0.0069,0.9831918925492833
79,131653.44199999998,173,22,3.9388,0,0,0,0,0,0.0532,0.0612,0.008,0.970699522394846
80,131703.19400000002,187,21,3.9401,0,0,0,0,0,0.0514,0.0599,0.0086,0.9706995223948456
81,131901.039,7,1,3.9383,0,0,0,0,0,0.0551,0.0617,0.0067,0.9706995223948456
82,131738.61,113,13,3.9406,0,0,0,0,0,0.0526,0.0594,0.0068,0.9706995223948456
83,131610.106,131,16,3.9737,0,0,0,0,0,0.018000000000000002,0.0263,0.0083,0.952201967790826
