,X_timestamp,beat_hostname,enrichment_branch_name,system_cpu_idle_pct,system_cpu_iowait_pct,system_cpu_irq_pct,system_cpu_nice_pct,system_cpu_softirq_pct,system_cpu_steal_pct,system_cpu_system_pct,system_cpu_total_pct,system_cpu_user_pct,system_cpu_idle_pct.1,system_cpu_iowait_pct.1,system_cpu_irq_pct.1,system_cpu_nice_pct.1,system_cpu_softirq_pct.1,system_cpu_steal_pct.1,system_cpu_system_pct.1,system_cpu_total_pct.1,system_cpu_user_pct.1,system_cpu_idle_pct.2,system_cpu_iowait_pct.2,system_cpu_irq_pct.2,system_cpu_nice_pct.2,system_cpu_softirq_pct.2,system_cpu_steal_pct.2,system_cpu_system_pct.2,system_cpu_total_pct.2,system_cpu_user_pct.2,HBOS
130,134752,50,6,3.97,0,0,0,0,0,0.03,0.03,0.01,3.97,0,0,0,0,0,0.03,0.03,0.01,3.96,0,0,0,0,0,0.04,0.04,0.0,1.1608101765052388
131,134902,184,21,3.98,0,0,0,0,0,0.02,0.02,0.01,3.98,0,0,0,0,0,0.02,0.02,0.01,3.96,0,0,0,0,0,0.03,0.04,0.0,1.0072232028007282
132,134513,108,13,3.98,0,0,0,0,0,0.02,0.02,0.0,3.98,0,0,0,0,0,0.02,0.02,0.0,3.96,0,0,0,0,0,0.04,0.04,0.01,1.0072232028007282
133,134558,114,13,3.97,0,0,0,0,0,0.03,0.03,0.01,3.97,0,0,0,0,0,0.03,0.03,0.01,3.97,0,0,0,0,0,0.03,0.03,0.01,0.9967002147326911
134,134626,139,17,3.97,0,0,0,0,0,0.03,0.03,0.01,3.97,0,0,0,0,0,0.03,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.8510062565337524
135,134551,35,4,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.96,0,0,0,0,0,0.04,0.04,0.01,0.8342612021351904
136,134510,49,6,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.96,0,0,0,0,0,0.04,0.04,0.01,0.8342612021351904
137,134721,154,19,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.94,0,0,0,0,0,0.06,0.06,0.01,0.8042979787577664
138,134626,178,23,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.8042979787577662
139,134516,149,19,3.98,0,0,0,0,0,0.02,0.02,0.01,3.98,0,0,0,0,0,0.02,0.02,0.01,3.94,0,0,0,0,0,0.05,0.06,0.01,0.7689840369962019
140,134838,92,11,3.98,0,0,0,0,0,0.02,0.02,0.01,3.98,0,0,0,0,0,0.02,0.02,0.01,3.98,0,0,0,0,0,0.01,0.02,0.0,0.7554112298069091
141,134607,99,12,3.97,0,0,0,0,0,0.03,0.03,0.01,3.97,0,0,0,0,0,0.03,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.699398091587953
142,134551,30,3,3.98,0,0,0,0,0,0.02,0.02,0.01,3.98,0,0,0,0,0,0.02,0.02,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.6652345994578213
143,134902,24,2,3.98,0,0,0,0,0,0.02,0.02,0.0,3.98,0,0,0,0,0,0.02,0.02,0.0,3.97,0,0,0,0,0,0.02,0.03,0.01,0.6030866927089767
144,134849,8,1,3.98,0,0,0,0,0,0.02,0.02,0.01,3.98,0,0,0,0,0,0.02,0.02,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.6030866927089767
145,134852,150,19,3.98,0,0,0,0,0,0.02,0.02,0.01,3.98,0,0,0,0,0,0.02,0.02,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.6030866927089767
146,134725,60,7,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.94,0,0,0,0,0,0.05,0.06,0.01,0.596022036330684
147,134812,70,7,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.94,0,0,0,0,0,0.05,0.06,0.01,0.596022036330684
148,134831,34,4,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.94,0,0,0,0,0,0.05,0.06,0.01,0.596022036330684
149,134909,3,1,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.96,0,0,0,0,0,0.03,0.04,0.01,0.5502645457699896
150,134628,22,2,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.95,0,0,0,0,0,0.04,0.05,0.01,0.5502645457699701
151,134737,53,6,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.98,0,0,0,0,0,0.02,0.02,0.01,0.5203013223925461
152,134811,145,18,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.95,0,0,0,0,0,0.05,0.05,0.01,0.5180798623985691
153,134508,85,10,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.49227259879230284
154,134553,118,14,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.0,0.49227259879230284
155,134700,177,23,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.43675527094245203
156,134955,96,11,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,3.97,0,0,0,0,0,0.02,0.03,0.01,0.43012469204345827
