,X_timestamp,beat_hostname,enrichment_branch_name,system_memory_actual_free,system_memory_actual_used_bytes,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_used_bytes,system_memory_swap_used_pct,system_memory_used_bytes,system_memory_used_pct,system_diskio_io_time,system_diskio_read_count,system_diskio_read_time,system_diskio_write_bytes,system_diskio_write_count,system_diskio_write_time,system_cpu_idle_pct,system_cpu_iowait_pct,system_cpu_irq_pct,system_cpu_nice_pct,system_cpu_softirq_pct,system_cpu_steal_pct,system_cpu_system_pct,system_cpu_total_pct,system_cpu_user_pct,HBOS
0,133522,41,5,11.052999999999999,4.838,30.44,11.052999999999999,12.758,6.007999999999999,32.02,4.838,30.44,0,0,0,0.0,0,0,3.52,0,0,0,0,0,0.08,0.48,0.39,23.361260439653673
1,133738,86,10,10.276,5.615,35.34,10.276,12.288,6.478,34.52,5.615,35.34,0,0,0,0.0,0,0,3.59,0,0,0,0,0,0.23,0.41,0.18,22.787247626734032
2,133753,136,17,9.879,6.0120000000000005,37.83,9.879,8.978,7.912999999999999,46.85,6.0120000000000005,37.83,0,0,0,0.0,0,0,3.63,0,0,0,0,0,0.19,0.37,0.18,22.641119591055794
3,133625,28,3,11.355,4.5360000000000005,28.54,11.355,11.307,5.584,33.06,4.5360000000000005,28.54,0,0,0,0.0,0,0,3.85,0,0,0,0,0,0.13,0.15,0.03,21.3980815423695
4,133555,80,9,10.796,5.095,32.06,10.796,10.582,6.309,37.35,5.095,32.06,0,0,0,10.488,0,0,3.9,0,0,0,0,0,0.07,0.1,0.02,21.033709654213542
5,133851,33,4,11.651,4.24,26.68,11.651,13.63,5.136,27.37,4.24,26.68,0,0,0,0.0,0,0,3.62,0,0,0,0,0,0.16,0.38,0.23,20.442917071505306
6,133854,117,14,11.550999999999998,4.34,27.31,11.550999999999998,13.9,4.8660000000000005,25.93,4.34,27.31,0,0,0,0.0,0,0,3.76,0,0,0,0,0,0.16,0.24,0.08,19.481417747323917
7,133836,71,7,11.452,4.439,27.93,11.452,12.495999999999999,4.396,26.02,4.439,27.93,0,0,0,0.0,0,0,3.8,0,0,0,0,0,0.14,0.2,0.06,19.219388837775647
8,133624,148,18,12.251,3.64,22.91,12.251,13.019,3.872,22.93,3.64,22.91,0,0,0,5.08,1,0,3.38,0,0,0,0,0,0.46,0.62,0.16,18.969982268564074
9,133833,186,21,10.324000000000002,5.567,35.03,10.324000000000002,10.263,6.629,39.24,5.567,35.03,0,0,0,0.0,0,0,3.93,0,0,0,0,0,0.06,0.07,0.01,18.82861759554424
10,133658,115,14,11.519,4.372,27.51,11.519,12.126,4.765,28.21,4.372,27.51,0,0,0,0.0,0,0,3.93,0,0,0,0,0,0.05,0.07,0.01,18.226557604216268
11,133605,76,8,11.139000000000001,4.752,29.9,11.139000000000001,12.135,4.756,28.16,4.752,29.9,0,0,0,0.0,0,0,3.95,0,0,0,0,0,0.04,0.05,0.01,16.849867288874368
12,133807,133,16,13.575,2.316,14.58,13.575,14.815999999999999,2.075,12.28,2.316,14.58,0,2,0,13.112,0,0,2.47,0,0,0,0,0,1.07,1.53,0.45,16.40698125810224
13,133821,89,10,13.005999999999998,2.885,18.15,13.005999999999998,14.082,2.8089999999999997,16.63,2.885,18.15,0,0,0,4.542,1,0,3.4,0,0,0,0,0,0.48,0.6,0.12,16.30799440517162
14,133714,144,18,13.257,2.634,16.57,13.257,16.152,2.614,13.93,2.634,16.57,0,0,0,54.563,0,0,2.72,0,0,0,0,0,0.79,1.28,0.49,16.281105412327662
15,133621,172,22,11.413,4.478,28.18,11.413,12.508,4.383,25.95,4.478,28.18,0,0,0,0.0,0,0,3.94,0,0,0,0,0,0.05,0.06,0.01,15.223956158678098
16,133742,26,3,12.607000000000001,3.284,20.67,12.607000000000001,13.679,3.2119999999999997,19.02,3.284,20.67,0,0,0,8.822000000000001,0,0,3.16,0,0,0,0,0,0.23,0.84,0.61,14.483923266334422
17,133522,179,23,1.18,2.71,69.66,1.18,4.07,3.71,47.69,2.71,69.66,0,0,0,0.0,0,0,3.97,0,0,0,0,0,0.02,0.03,0.01,14.375178630357249
18,133643,116,14,11.757,4.1339999999999995,26.02,11.757,12.113,4.7780000000000005,28.29,4.1339999999999995,26.02,0,0,0,0.0,0,0,3.7,0,0,0,0,0,0.21,0.3,0.1,14.227921977192267
19,133703,187,21,13.189,2.7030000000000003,17.01,13.189,14.209000000000001,2.682,15.88,2.7030000000000003,17.01,0,0,0,4.908,0,0,3.09,0,0,0,0,0,0.72,0.91,0.18,14.214162627273057
20,133610,131,16,12.450999999999999,3.44,21.65,12.450999999999999,13.342,3.549,21.01,3.44,21.65,0,0,0,4.0,0,0,3.6,0,0,0,0,0,0.29,0.4,0.11,13.79528574234141
21,133833,104,12,12.334000000000001,3.557,22.39,12.334000000000001,12.999,3.892,23.04,3.557,22.39,0,0,0,29.714000000000002,0,0,3.74,0,0,0,0,0,0.2,0.26,0.06,13.374327017195796
22,133559,42,5,12.304,3.5869999999999997,22.57,12.304,13.309000000000001,3.582,21.21,3.5869999999999997,22.57,0,0,0,0.0,0,0,3.54,0,0,0,0,0,0.06,0.46,0.4,13.255772672265758
23,133714,32,4,11.886,4.005,25.2,11.886,11.7,5.191,30.73,4.005,25.2,0,0,0,0.0,0,0,3.89,0,0,0,0,0,0.09,0.11,0.02,12.92273602175713
24,133918,155,20,11.93,3.9610000000000003,24.93,11.93,12.636,4.255,25.19,3.9610000000000003,24.93,0,0,0,0.0,0,0,3.57,0,0,0,0,0,0.06,0.43,0.37,12.895923681730606
25,133843,110,13,13.57,2.3209999999999997,14.61,13.57,16.468,2.298,12.25,2.3209999999999997,14.61,0,0,0,0.0,0,0,3.41,0,0,0,0,0,0.47,0.59,0.11,12.844090502681825
26,133634,23,2,12.741,3.15,19.82,12.741,13.845999999999998,3.045,18.03,3.15,19.82,0,0,0,14.856,0,0,3.61,0,0,0,0,0,0.28,0.39,0.12,12.579493486287811
27,133810,5,1,12.040999999999999,3.85,24.23,12.040999999999999,12.772,4.119,24.39,3.85,24.23,0,0,0,0.0,0,0,3.66,0,0,0,0,0,0.25,0.34,0.09,12.542714285533794
28,133728,51,6,13.100999999999999,2.79,17.55,13.100999999999999,14.193,2.698,15.97,2.79,17.55,0,0,0,0.0,0,0,3.46,0,0,0,0,0,0.42,0.54,0.12,12.527131668508735
29,133523,125,15,12.075,3.8160000000000003,24.01,12.075,12.43,4.461,26.41,3.8160000000000003,24.01,0,0,0,0.0,0,0,3.66,0,0,0,0,0,0.23,0.34,0.1,12.513704508163672
30,133944,102,12,11.880999999999998,4.01,25.23,11.880999999999998,12.184000000000001,4.707,27.87,4.01,25.23,0,0,0,0.0,0,0,3.86,0,0,0,0,0,0.1,0.14,0.05,12.381694432037042
31,133548,143,18,11.977,3.9139999999999997,24.63,11.977,12.258,4.633,27.43,3.9139999999999997,24.63,0,0,0,0.0,0,0,3.78,0,0,0,0,0,0.15,0.22,0.06,12.345838544590828
32,133530,38,4,12.282,3.609,22.71,12.282,12.915,3.9760000000000004,23.54,3.609,22.71,0,0,0,0.0,0,0,3.67,0,0,0,0,0,0.23,0.34,0.11,12.266410759564835
33,133729,122,14,12.173,3.718,23.4,12.173,13.065999999999999,3.825,22.64,3.718,23.4,0,0,0,0.0,0,0,3.68,0,0,0,0,0,0.25,0.32,0.07,12.266410759564835
34,133708,20,2,12.307,3.5839999999999996,22.56,12.307,13.345999999999998,3.545,20.99,3.5839999999999996,22.56,0,0,0,4.029,0,0,3.8,0,0,0,0,0,0.14,0.2,0.07,12.213762662592545
35,133816,156,20,12.610999999999999,3.28,20.64,12.610999999999999,13.657,3.234,19.15,3.28,20.64,0,0,0,0.0,0,0,3.62,0,0,0,0,0,0.05,0.38,0.33,12.091269849186457
36,133534,68,7,13.243,2.648,16.66,13.243,14.285,2.6060000000000003,15.43,2.648,16.66,0,0,0,0.0,0,0,3.33,0,0,0,0,0,0.51,0.67,0.16,12.015765972412497
37,133856,90,11,12.610999999999999,3.28,20.64,12.610999999999999,13.43,3.4610000000000003,20.49,3.28,20.64,0,0,0,4.313,0,0,3.76,0,0,0,0,0,0.15,0.24,0.09,11.976714758218058
38,133653,173,22,12.015999999999998,3.875,24.39,12.015999999999998,12.321,4.57,27.06,3.875,24.39,0,0,0,0.0,0,0,3.75,0,0,0,0,0,0.21,0.25,0.04,11.689795767219351
39,133741,142,18,12.155999999999999,3.735,23.5,12.155999999999999,12.664000000000001,4.227,25.03,3.735,23.5,0,0,0,0.0,0,0,3.77,0,0,0,0,0,0.2,0.23,0.03,11.55050715607142
40,133637,95,11,11.835,4.056,25.53,11.835,13.972000000000001,4.794,25.55,4.056,25.53,0,0,0,0.0,0,0,3.86,0,0,0,0,0,0.11,0.14,0.04,11.363755818580957
41,133834,120,14,12.145999999999999,3.745,23.57,12.145999999999999,12.927999999999999,3.963,23.46,3.745,23.57,0,0,0,0.0,0,0,3.73,0,0,0,0,0,0.21,0.27,0.06,11.333357549195448
42,133813,169,22,11.863,4.0280000000000005,25.35,11.863,12.294,4.5969999999999995,27.22,4.0280000000000005,25.35,0,0,0,0.0,0,0,3.83,0,0,0,0,0,0.12,0.17,0.05,11.214431189223971
43,133541,180,23,12.175,3.716,23.39,12.175,13.321,3.57,21.14,3.716,23.39,0,0,0,0.0,0,0,3.81,0,0,0,0,0,0.15,0.19,0.04,11.206036054054792
44,133653,79,9,11.925,3.966,24.96,11.925,12.515999999999998,4.375,25.9,3.966,24.96,0,0,0,2.5,0,0,3.84,0,0,0,0,0,0.1,0.16,0.06,11.112361809803632
45,133704,170,22,11.815999999999999,4.0760000000000005,25.65,11.815999999999999,11.927,4.9639999999999995,29.39,4.0760000000000005,25.65,0,0,0,7.832999999999999,0,0,3.95,0,0,0,0,0,0.04,0.05,0.01,11.082388897863426
46,133702,159,20,12.515999999999998,3.375,21.24,12.515999999999998,13.565999999999999,3.325,19.68,3.375,21.24,0,0,0,0.0,0,0,3.69,0,0,0,0,0,0.25,0.31,0.06,11.004997923477479
47,133747,31,3,12.545,3.346,21.06,12.545,13.693,3.198,18.93,3.346,21.06,0,0,0,0.0,0,0,3.58,0,0,0,0,0,0.05,0.42,0.37,11.004535465248384
48,133813,97,11,11.975,3.9160000000000004,24.64,11.975,12.692,4.2,24.86,3.9160000000000004,24.64,0,0,0,0.0,0,0,3.7,0,0,0,0,0,0.25,0.3,0.05,10.973508558660296
49,133628,4,1,12.868,3.023,19.02,12.868,15.744000000000002,3.022,16.1,3.023,19.02,0,0,0,4.6,0,0,3.85,0,0,0,0,0,0.12,0.15,0.03,10.654670041309652
50,133922,98,11,12.372,3.5189999999999997,22.14,12.372,13.499,3.392,20.08,3.5189999999999997,22.14,0,0,0,0.0,0,0,3.74,0,0,0,0,0,0.21,0.26,0.06,10.62478668176587
51,133838,181,23,11.905999999999999,3.985,25.08,11.905999999999999,12.790999999999999,4.1,24.27,3.985,25.08,0,0,0,0.0,0,0,3.86,0,0,0,0,0,0.1,0.14,0.04,10.59990552793864
