,X_timestamp,beat_hostname,enrichment_branch_name,system_memory_actual_free,system_memory_actual_used_bytes,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_used_bytes,system_memory_swap_used_pct,system_memory_used_bytes,system_memory_used_pct,system_diskio_io_time,system_diskio_read_count,system_diskio_read_time,system_diskio_write_bytes,system_diskio_write_count,system_diskio_write_time,system_cpu_idle_pct,system_cpu_iowait_pct,system_cpu_irq_pct,system_cpu_nice_pct,system_cpu_softirq_pct,system_cpu_steal_pct,system_cpu_system_pct,system_cpu_total_pct,system_cpu_user_pct,HBOS
0,132555,80,9,10.565999999999999,5.325,33.51,10.565999999999999,10.28,6.611000000000001,39.14,5.325,33.51,0,0,0,36.277,0,0,3.69,0,0,0,0,0,0.22,0.31,0.09,27.67268209189543
1,132753,136,17,9.871,6.02,37.88,9.871,8.937999999999999,7.952999999999999,47.09,6.02,37.88,0,0,0,0.0,0,0,3.56,0,0,0,0,0,0.26,0.44,0.18,26.072128513092753
2,132522,41,5,11.152999999999999,4.738,29.82,11.152999999999999,12.878,5.888,31.38,4.738,29.82,0,0,0,0.0,0,0,3.73,0,0,0,0,0,0.09,0.27,0.18,24.588434567133078
3,132854,117,14,11.623,4.269,26.86,11.623,14.196,4.57,24.35,4.269,26.86,0,0,0,6.0,0,0,3.53,0,0,0,0,0,0.3,0.47,0.17,24.496415437729866
4,132605,76,8,11.095999999999998,4.795,30.17,11.095999999999998,12.08,4.811,28.48,4.795,30.17,0,0,0,0.0,0,0,3.82,0,0,0,0,0,0.16,0.18,0.02,24.22349960418336
5,132738,86,10,10.507,5.3839999999999995,33.88,10.507,12.469000000000001,6.297000000000001,33.56,5.3839999999999995,33.88,0,0,0,4.0280000000000005,0,0,3.9,0,0,0,0,0,0.06,0.1,0.03,23.898718092684845
6,132625,28,3,11.276,4.615,29.04,11.276,11.218,5.672999999999999,33.59,4.615,29.04,0,0,0,0.0,0,0,3.86,0,0,0,0,0,0.1,0.14,0.04,23.664945409548185
7,132658,115,14,11.517999999999999,4.373,27.52,11.517999999999999,12.130999999999998,4.76,28.18,4.373,27.52,0,0,0,11.687999999999999,0,0,3.94,0,0,0,0,0,0.05,0.06,0.01,23.490970394769683
8,132653,79,9,11.689,4.202,26.44,11.689,12.512,4.379,25.92,4.202,26.44,0,0,0,34.0,0,0,3.76,0,0,0,0,0,0.17,0.24,0.07,22.15486209231486
9,132621,172,22,11.427,4.4639999999999995,28.09,11.427,12.505,4.386,25.96,4.4639999999999995,28.09,0,0,0,2.25,0,0,3.96,0,0,0,0,0,0.03,0.04,0.01,21.17665013844936
10,132833,186,21,10.363,5.528,34.79,10.363,10.319,6.572,38.91,5.528,34.79,0,0,0,0.0,0,0,3.95,0,0,0,0,0,0.04,0.05,0.01,20.29839876293319
11,132518,158,20,13.875,2.016,12.69,13.875,14.969000000000001,1.922,11.38,2.016,12.69,0,0,0,11.232999999999999,0,0,3.47,0,0,0,0,0,0.37,0.53,0.15,19.965058322718182
12,132540,183,11,13.620999999999999,2.27,14.28,13.620999999999999,14.86,2.031,12.03,2.27,14.28,0,0,0,28.0,0,0,3.25,0,0,0,0,0,0.53,0.75,0.22,19.965058322718182
13,132522,179,23,1.181,2.71,69.66,1.181,4.0680000000000005,3.7119999999999997,47.71,2.71,69.66,0,0,0,5.332999999999999,0,0,3.97,0,0,0,0,0,0.03,0.03,0.01,18.302411285247313
